DATA_RICOVERO;REGIME;SEDE;TIPO_RICOVERO;NUMERO_RICOVERI
04/01/2023;ORDINARIO;CUGGIONO;Da Ps;2
04/01/2023;ORDINARIO;LEGNANO;Programmato;13
04/01/2023;ORDINARIO;LEGNANO;Da Ps;29
04/01/2023;ORDINARIO;MAGENTA;Programmato;9
04/01/2023;ORDINARIO;MAGENTA;Da Ps;14
04/01/2023;DAY HOSPITAL;LEGNANO;Programmato;6
04/01/2023;DAY HOSPITAL;MAGENTA;Programmato;5
04/01/2023;BIC;LEGNANO;Programmato;1
04/01/2023;MAC;ABBIATEGRASSO;Programmato;1
04/01/2023;MAC;CUGGIONO;Programmato;9
04/01/2023;MAC;LEGNANO;Programmato;63
04/01/2023;MAC;MAGENTA;Programmato;23
05/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;1
05/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;1
05/01/2023;ORDINARIO;CUGGIONO;Programmato;1
05/01/2023;ORDINARIO;CUGGIONO;Da Ps;1
05/01/2023;ORDINARIO;LEGNANO;Da Ps;31
05/01/2023;ORDINARIO;LEGNANO;Programmato;11
05/01/2023;ORDINARIO;MAGENTA;Da Ps;19
05/01/2023;ORDINARIO;MAGENTA;Programmato;12
05/01/2023;DAY HOSPITAL;LEGNANO;Programmato;1
05/01/2023;DAY HOSPITAL;MAGENTA;Programmato;4
05/01/2023;BIC;LEGNANO;Programmato;4
05/01/2023;MAC;CUGGIONO;Programmato;11
05/01/2023;MAC;LEGNANO;Programmato;49
05/01/2023;MAC;MAGENTA;Programmato;28
06/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;1
06/01/2023;ORDINARIO;CUGGIONO;Da Ps;1
06/01/2023;ORDINARIO;LEGNANO;Programmato;4
06/01/2023;ORDINARIO;LEGNANO;Da Ps;20
06/01/2023;ORDINARIO;MAGENTA;Da Ps;15
07/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;1
07/01/2023;ORDINARIO;CUGGIONO;Programmato;1
07/01/2023;ORDINARIO;LEGNANO;Da Ps;19
07/01/2023;ORDINARIO;LEGNANO;Programmato;1
07/01/2023;ORDINARIO;MAGENTA;Programmato;7
07/01/2023;ORDINARIO;MAGENTA;Da Ps;22
08/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;1
08/01/2023;ORDINARIO;CUGGIONO;Da Ps;1
08/01/2023;ORDINARIO;LEGNANO;Da Ps;21
08/01/2023;ORDINARIO;LEGNANO;Programmato;18
08/01/2023;ORDINARIO;MAGENTA;Da Ps;12
08/01/2023;ORDINARIO;MAGENTA;Programmato;3
09/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;4
09/01/2023;ORDINARIO;CUGGIONO;Da Ps;2
09/01/2023;ORDINARIO;CUGGIONO;Programmato;3
09/01/2023;ORDINARIO;LEGNANO;Da Ps;26
09/01/2023;ORDINARIO;LEGNANO;Programmato;32
09/01/2023;ORDINARIO;MAGENTA;Programmato;17
09/01/2023;ORDINARIO;MAGENTA;Da Ps;20
09/01/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;6
09/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;1
09/01/2023;DAY HOSPITAL;LEGNANO;Programmato;8
09/01/2023;DAY HOSPITAL;MAGENTA;Programmato;3
09/01/2023;BIC;ABBIATEGRASSO;Programmato;10
09/01/2023;BIC;CUGGIONO;Programmato;8
09/01/2023;BIC;LEGNANO;Programmato;18
09/01/2023;MAC;CUGGIONO;Programmato;2
09/01/2023;MAC;LEGNANO;Programmato;65
09/01/2023;MAC;MAGENTA;Programmato;11
10/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;4
10/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;1
10/01/2023;ORDINARIO;CUGGIONO;Programmato;1
10/01/2023;ORDINARIO;LEGNANO;Da Ps;26
10/01/2023;ORDINARIO;LEGNANO;Programmato;38
10/01/2023;ORDINARIO;MAGENTA;Programmato;15
10/01/2023;ORDINARIO;MAGENTA;Da Ps;23
10/01/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;4
10/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;6
10/01/2023;DAY HOSPITAL;LEGNANO;Programmato;6
10/01/2023;DAY HOSPITAL;MAGENTA;Programmato;4
10/01/2023;BIC;ABBIATEGRASSO;Programmato;9
10/01/2023;BIC;CUGGIONO;Programmato;5
10/01/2023;BIC;LEGNANO;Programmato;2
10/01/2023;BIC;MAGENTA;Programmato;10
10/01/2023;MAC;CUGGIONO;Programmato;31
10/01/2023;MAC;LEGNANO;Programmato;63
10/01/2023;MAC;MAGENTA;Programmato;27
11/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;2
11/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;3
11/01/2023;ORDINARIO;CUGGIONO;Programmato;3
11/01/2023;ORDINARIO;LEGNANO;Programmato;36
11/01/2023;ORDINARIO;LEGNANO;Da Ps;26
11/01/2023;ORDINARIO;MAGENTA;Da Ps;20
11/01/2023;ORDINARIO;MAGENTA;Programmato;12
11/01/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;7
11/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;7
11/01/2023;DAY HOSPITAL;LEGNANO;Programmato;23
11/01/2023;DAY HOSPITAL;MAGENTA;Programmato;8
11/01/2023;BIC;ABBIATEGRASSO;Programmato;11
11/01/2023;BIC;CUGGIONO;Programmato;6
11/01/2023;BIC;LEGNANO;Programmato;10
11/01/2023;MAC;CUGGIONO;Programmato;25
11/01/2023;MAC;LEGNANO;Programmato;58
11/01/2023;MAC;MAGENTA;Programmato;34
12/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;2
12/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;3
12/01/2023;ORDINARIO;CUGGIONO;Programmato;3
12/01/2023;ORDINARIO;CUGGIONO;Da Ps;2
12/01/2023;ORDINARIO;LEGNANO;Da Ps;24
12/01/2023;ORDINARIO;LEGNANO;Programmato;26
12/01/2023;ORDINARIO;MAGENTA;Da Ps;19
12/01/2023;ORDINARIO;MAGENTA;Programmato;11
12/01/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;5
12/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;8
12/01/2023;DAY HOSPITAL;LEGNANO;Programmato;19
12/01/2023;DAY HOSPITAL;MAGENTA;Programmato;9
12/01/2023;BIC;ABBIATEGRASSO;Programmato;8
12/01/2023;BIC;CUGGIONO;Programmato;6
12/01/2023;BIC;LEGNANO;Programmato;13
12/01/2023;BIC;MAGENTA;Programmato;3
12/01/2023;MAC;ABBIATEGRASSO;Programmato;1
12/01/2023;MAC;CUGGIONO;Programmato;10
12/01/2023;MAC;LEGNANO;Programmato;48
12/01/2023;MAC;MAGENTA;Programmato;19
13/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;2
13/01/2023;ORDINARIO;CUGGIONO;Da Ps;3
13/01/2023;ORDINARIO;CUGGIONO;Programmato;4
13/01/2023;ORDINARIO;LEGNANO;Da Ps;26
13/01/2023;ORDINARIO;LEGNANO;Programmato;22
13/01/2023;ORDINARIO;MAGENTA;Programmato;13
13/01/2023;ORDINARIO;MAGENTA;Da Ps;21
13/01/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;2
13/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;5
13/01/2023;DAY HOSPITAL;LEGNANO;Programmato;7
13/01/2023;DAY HOSPITAL;MAGENTA;Programmato;5
13/01/2023;BIC;ABBIATEGRASSO;Programmato;10
13/01/2023;BIC;CUGGIONO;Programmato;4
13/01/2023;BIC;LEGNANO;Programmato;20
13/01/2023;MAC;ABBIATEGRASSO;Programmato;1
13/01/2023;MAC;CUGGIONO;Programmato;10
13/01/2023;MAC;LEGNANO;Programmato;53
13/01/2023;MAC;MAGENTA;Programmato;21
14/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;3
14/01/2023;ORDINARIO;CUGGIONO;Programmato;1
14/01/2023;ORDINARIO;CUGGIONO;Da Ps;4
14/01/2023;ORDINARIO;LEGNANO;Programmato;2
14/01/2023;ORDINARIO;LEGNANO;Da Ps;29
14/01/2023;ORDINARIO;MAGENTA;Programmato;2
14/01/2023;ORDINARIO;MAGENTA;Da Ps;15
15/01/2023;ORDINARIO;CUGGIONO;Da Ps;1
15/01/2023;ORDINARIO;LEGNANO;Programmato;16
15/01/2023;ORDINARIO;LEGNANO;Da Ps;20
15/01/2023;ORDINARIO;MAGENTA;Da Ps;15
15/01/2023;ORDINARIO;MAGENTA;Programmato;2
16/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;1
16/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;5
16/01/2023;ORDINARIO;CUGGIONO;Programmato;3
16/01/2023;ORDINARIO;CUGGIONO;Da Ps;2
16/01/2023;ORDINARIO;LEGNANO;Da Ps;26
16/01/2023;ORDINARIO;LEGNANO;Programmato;34
16/01/2023;ORDINARIO;MAGENTA;Da Ps;23
16/01/2023;ORDINARIO;MAGENTA;Programmato;15
16/01/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;6
16/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;5
16/01/2023;DAY HOSPITAL;LEGNANO;Programmato;15
16/01/2023;DAY HOSPITAL;MAGENTA;Programmato;3
16/01/2023;BIC;ABBIATEGRASSO;Programmato;8
16/01/2023;BIC;CUGGIONO;Programmato;6
16/01/2023;BIC;LEGNANO;Programmato;9
16/01/2023;MAC;ABBIATEGRASSO;Programmato;2
16/01/2023;MAC;CUGGIONO;Programmato;5
16/01/2023;MAC;LEGNANO;Programmato;39
16/01/2023;MAC;MAGENTA;Programmato;12
17/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;4
17/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;2
17/01/2023;ORDINARIO;CUGGIONO;Programmato;3
17/01/2023;ORDINARIO;CUGGIONO;Da Ps;2
17/01/2023;ORDINARIO;LEGNANO;Da Ps;28
17/01/2023;ORDINARIO;LEGNANO;Programmato;38
17/01/2023;ORDINARIO;MAGENTA;Da Ps;21
17/01/2023;ORDINARIO;MAGENTA;Programmato;18
17/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;10
17/01/2023;DAY HOSPITAL;LEGNANO;Programmato;15
17/01/2023;DAY HOSPITAL;MAGENTA;Programmato;7
17/01/2023;BIC;ABBIATEGRASSO;Programmato;6
17/01/2023;BIC;CUGGIONO;Programmato;6
17/01/2023;BIC;LEGNANO;Programmato;1
17/01/2023;MAC;ABBIATEGRASSO;Programmato;1
17/01/2023;MAC;CUGGIONO;Programmato;28
17/01/2023;MAC;LEGNANO;Programmato;36
17/01/2023;MAC;MAGENTA;Programmato;17
18/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;2
18/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;5
18/01/2023;ORDINARIO;CUGGIONO;Da Ps;3
18/01/2023;ORDINARIO;CUGGIONO;Programmato;2
18/01/2023;ORDINARIO;LEGNANO;Programmato;24
18/01/2023;ORDINARIO;LEGNANO;Da Ps;33
18/01/2023;ORDINARIO;MAGENTA;Programmato;15
18/01/2023;ORDINARIO;MAGENTA;Da Ps;16
18/01/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;4
18/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;5
18/01/2023;DAY HOSPITAL;LEGNANO;Programmato;19
18/01/2023;DAY HOSPITAL;MAGENTA;Programmato;10
18/01/2023;BIC;ABBIATEGRASSO;Programmato;13
18/01/2023;BIC;CUGGIONO;Programmato;5
18/01/2023;BIC;LEGNANO;Programmato;9
18/01/2023;BIC;MAGENTA;Programmato;9
18/01/2023;MAC;CUGGIONO;Programmato;17
18/01/2023;MAC;LEGNANO;Programmato;40
18/01/2023;MAC;MAGENTA;Programmato;16
19/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;1
19/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;4
19/01/2023;ORDINARIO;CUGGIONO;Da Ps;2
19/01/2023;ORDINARIO;CUGGIONO;Programmato;2
19/01/2023;ORDINARIO;LEGNANO;Programmato;34
19/01/2023;ORDINARIO;LEGNANO;Da Ps;23
19/01/2023;ORDINARIO;MAGENTA;Programmato;14
19/01/2023;ORDINARIO;MAGENTA;Da Ps;17
19/01/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;2
19/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;10
19/01/2023;DAY HOSPITAL;LEGNANO;Programmato;10
19/01/2023;DAY HOSPITAL;MAGENTA;Programmato;3
19/01/2023;BIC;ABBIATEGRASSO;Programmato;13
19/01/2023;BIC;CUGGIONO;Programmato;6
19/01/2023;BIC;LEGNANO;Programmato;14
19/01/2023;BIC;MAGENTA;Programmato;5
19/01/2023;MAC;ABBIATEGRASSO;Programmato;1
19/01/2023;MAC;CUGGIONO;Programmato;9
19/01/2023;MAC;LEGNANO;Programmato;32
19/01/2023;MAC;MAGENTA;Programmato;18
20/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;4
20/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;5
20/01/2023;ORDINARIO;CUGGIONO;Programmato;3
20/01/2023;ORDINARIO;CUGGIONO;Da Ps;3
20/01/2023;ORDINARIO;LEGNANO;Programmato;19
20/01/2023;ORDINARIO;LEGNANO;Da Ps;29
20/01/2023;ORDINARIO;MAGENTA;Da Ps;20
20/01/2023;ORDINARIO;MAGENTA;Programmato;11
20/01/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;4
20/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;6
20/01/2023;DAY HOSPITAL;LEGNANO;Programmato;7
20/01/2023;DAY HOSPITAL;MAGENTA;Programmato;12
20/01/2023;BIC;ABBIATEGRASSO;Programmato;10
20/01/2023;BIC;CUGGIONO;Programmato;5
20/01/2023;BIC;LEGNANO;Programmato;19
20/01/2023;MAC;ABBIATEGRASSO;Programmato;1
20/01/2023;MAC;CUGGIONO;Programmato;4
20/01/2023;MAC;LEGNANO;Programmato;34
20/01/2023;MAC;MAGENTA;Programmato;25
21/01/2023;ORDINARIO;CUGGIONO;Da Ps;2
21/01/2023;ORDINARIO;LEGNANO;Programmato;7
21/01/2023;ORDINARIO;LEGNANO;Da Ps;23
21/01/2023;ORDINARIO;MAGENTA;Da Ps;22
21/01/2023;ORDINARIO;MAGENTA;Programmato;3
22/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;1
22/01/2023;ORDINARIO;CUGGIONO;Programmato;1
22/01/2023;ORDINARIO;CUGGIONO;Da Ps;1
22/01/2023;ORDINARIO;LEGNANO;Da Ps;22
22/01/2023;ORDINARIO;LEGNANO;Programmato;13
22/01/2023;ORDINARIO;MAGENTA;Programmato;7
22/01/2023;ORDINARIO;MAGENTA;Da Ps;23
23/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;3
23/01/2023;ORDINARIO;CUGGIONO;Da Ps;2
23/01/2023;ORDINARIO;CUGGIONO;Programmato;4
23/01/2023;ORDINARIO;LEGNANO;Da Ps;20
23/01/2023;ORDINARIO;LEGNANO;Programmato;22
23/01/2023;ORDINARIO;MAGENTA;Da Ps;23
23/01/2023;ORDINARIO;MAGENTA;Programmato;16
23/01/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;6
23/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;5
23/01/2023;DAY HOSPITAL;LEGNANO;Programmato;13
23/01/2023;DAY HOSPITAL;MAGENTA;Programmato;6
23/01/2023;BIC;ABBIATEGRASSO;Programmato;10
23/01/2023;BIC;CUGGIONO;Programmato;7
23/01/2023;BIC;LEGNANO;Programmato;14
23/01/2023;MAC;ABBIATEGRASSO;Programmato;1
23/01/2023;MAC;CUGGIONO;Programmato;4
23/01/2023;MAC;LEGNANO;Programmato;33
23/01/2023;MAC;MAGENTA;Programmato;7
24/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;3
24/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;1
24/01/2023;ORDINARIO;CUGGIONO;Da Ps;4
24/01/2023;ORDINARIO;LEGNANO;Programmato;40
24/01/2023;ORDINARIO;LEGNANO;Da Ps;29
24/01/2023;ORDINARIO;MAGENTA;Da Ps;19
24/01/2023;ORDINARIO;MAGENTA;Programmato;17
24/01/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;4
24/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;10
24/01/2023;DAY HOSPITAL;LEGNANO;Programmato;11
24/01/2023;DAY HOSPITAL;MAGENTA;Programmato;9
24/01/2023;BIC;ABBIATEGRASSO;Programmato;10
24/01/2023;BIC;CUGGIONO;Programmato;6
24/01/2023;BIC;LEGNANO;Programmato;1
24/01/2023;BIC;MAGENTA;Programmato;10
24/01/2023;MAC;ABBIATEGRASSO;Programmato;2
24/01/2023;MAC;CUGGIONO;Programmato;16
24/01/2023;MAC;LEGNANO;Programmato;23
24/01/2023;MAC;MAGENTA;Programmato;13
25/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;2
25/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;3
25/01/2023;ORDINARIO;CUGGIONO;Da Ps;3
25/01/2023;ORDINARIO;LEGNANO;Programmato;32
25/01/2023;ORDINARIO;LEGNANO;Da Ps;28
25/01/2023;ORDINARIO;MAGENTA;Programmato;14
25/01/2023;ORDINARIO;MAGENTA;Da Ps;24
25/01/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;5
25/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;6
25/01/2023;DAY HOSPITAL;LEGNANO;Programmato;18
25/01/2023;DAY HOSPITAL;MAGENTA;Programmato;6
25/01/2023;BIC;ABBIATEGRASSO;Programmato;13
25/01/2023;BIC;CUGGIONO;Programmato;4
25/01/2023;BIC;LEGNANO;Programmato;9
25/01/2023;MAC;CUGGIONO;Programmato;10
25/01/2023;MAC;LEGNANO;Programmato;34
25/01/2023;MAC;MAGENTA;Programmato;12
26/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;2
26/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;3
26/01/2023;ORDINARIO;CUGGIONO;Programmato;1
26/01/2023;ORDINARIO;CUGGIONO;Da Ps;3
26/01/2023;ORDINARIO;LEGNANO;Da Ps;35
26/01/2023;ORDINARIO;LEGNANO;Programmato;34
26/01/2023;ORDINARIO;MAGENTA;Programmato;12
26/01/2023;ORDINARIO;MAGENTA;Da Ps;19
26/01/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;5
26/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;8
26/01/2023;DAY HOSPITAL;LEGNANO;Programmato;10
26/01/2023;DAY HOSPITAL;MAGENTA;Programmato;5
26/01/2023;BIC;ABBIATEGRASSO;Programmato;8
26/01/2023;BIC;CUGGIONO;Programmato;6
26/01/2023;BIC;LEGNANO;Programmato;13
26/01/2023;BIC;MAGENTA;Programmato;4
26/01/2023;MAC;ABBIATEGRASSO;Programmato;1
26/01/2023;MAC;CUGGIONO;Programmato;7
26/01/2023;MAC;LEGNANO;Programmato;27
26/01/2023;MAC;MAGENTA;Programmato;13
27/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;2
27/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;1
27/01/2023;ORDINARIO;CUGGIONO;Da Ps;1
27/01/2023;ORDINARIO;CUGGIONO;Programmato;2
27/01/2023;ORDINARIO;LEGNANO;Da Ps;35
27/01/2023;ORDINARIO;LEGNANO;Programmato;18
27/01/2023;ORDINARIO;MAGENTA;Programmato;8
27/01/2023;ORDINARIO;MAGENTA;Da Ps;16
27/01/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;2
27/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;6
27/01/2023;DAY HOSPITAL;LEGNANO;Programmato;8
27/01/2023;DAY HOSPITAL;MAGENTA;Programmato;6
27/01/2023;BIC;ABBIATEGRASSO;Programmato;13
27/01/2023;BIC;CUGGIONO;Programmato;8
27/01/2023;BIC;LEGNANO;Programmato;20
27/01/2023;BIC;MAGENTA;Programmato;1
27/01/2023;MAC;ABBIATEGRASSO;Programmato;2
27/01/2023;MAC;CUGGIONO;Programmato;7
27/01/2023;MAC;LEGNANO;Programmato;33
27/01/2023;MAC;MAGENTA;Programmato;13
28/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;1
28/01/2023;ORDINARIO;LEGNANO;Da Ps;26
28/01/2023;ORDINARIO;MAGENTA;Da Ps;17
28/01/2023;ORDINARIO;MAGENTA;Programmato;5
29/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;3
29/01/2023;ORDINARIO;LEGNANO;Programmato;10
29/01/2023;ORDINARIO;LEGNANO;Da Ps;17
29/01/2023;ORDINARIO;MAGENTA;Programmato;6
29/01/2023;ORDINARIO;MAGENTA;Da Ps;12
30/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;3
30/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;3
30/01/2023;ORDINARIO;CUGGIONO;Programmato;3
30/01/2023;ORDINARIO;CUGGIONO;Da Ps;3
30/01/2023;ORDINARIO;LEGNANO;Programmato;26
30/01/2023;ORDINARIO;LEGNANO;Da Ps;27
30/01/2023;ORDINARIO;MAGENTA;Da Ps;20
30/01/2023;ORDINARIO;MAGENTA;Programmato;14
30/01/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;7
30/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;3
30/01/2023;DAY HOSPITAL;LEGNANO;Programmato;13
30/01/2023;DAY HOSPITAL;MAGENTA;Programmato;4
30/01/2023;BIC;ABBIATEGRASSO;Programmato;9
30/01/2023;BIC;CUGGIONO;Programmato;7
30/01/2023;BIC;LEGNANO;Programmato;19
30/01/2023;MAC;CUGGIONO;Programmato;4
30/01/2023;MAC;LEGNANO;Programmato;21
30/01/2023;MAC;MAGENTA;Programmato;7
31/01/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;3
31/01/2023;ORDINARIO;ABBIATEGRASSO;Programmato;2
31/01/2023;ORDINARIO;CUGGIONO;Da Ps;2
31/01/2023;ORDINARIO;CUGGIONO;Programmato;3
31/01/2023;ORDINARIO;LEGNANO;Da Ps;36
31/01/2023;ORDINARIO;LEGNANO;Programmato;39
31/01/2023;ORDINARIO;MAGENTA;Programmato;13
31/01/2023;ORDINARIO;MAGENTA;Da Ps;20
31/01/2023;DAY HOSPITAL;CUGGIONO;Programmato;14
31/01/2023;DAY HOSPITAL;LEGNANO;Programmato;4
31/01/2023;DAY HOSPITAL;MAGENTA;Programmato;7
31/01/2023;BIC;ABBIATEGRASSO;Programmato;2
31/01/2023;BIC;CUGGIONO;Programmato;5
31/01/2023;BIC;LEGNANO;Programmato;3
31/01/2023;MAC;CUGGIONO;Programmato;2
31/01/2023;MAC;LEGNANO;Programmato;19
31/01/2023;MAC;MAGENTA;Programmato;9
01/02/2023;ORDINARIO;ABBIATEGRASSO;Programmato;3
01/02/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;7
01/02/2023;ORDINARIO;CUGGIONO;Da Ps;2
01/02/2023;ORDINARIO;CUGGIONO;Programmato;3
01/02/2023;ORDINARIO;LEGNANO;Da Ps;37
01/02/2023;ORDINARIO;LEGNANO;Programmato;29
01/02/2023;ORDINARIO;MAGENTA;Da Ps;18
01/02/2023;ORDINARIO;MAGENTA;Programmato;8
01/02/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;6
01/02/2023;DAY HOSPITAL;CUGGIONO;Programmato;7
01/02/2023;DAY HOSPITAL;LEGNANO;Programmato;15
01/02/2023;DAY HOSPITAL;MAGENTA;Programmato;15
01/02/2023;BIC;ABBIATEGRASSO;Programmato;11
01/02/2023;BIC;CUGGIONO;Programmato;6
01/02/2023;BIC;LEGNANO;Programmato;10
01/02/2023;BIC;MAGENTA;Programmato;10
01/02/2023;MAC;CUGGIONO;Programmato;5
01/02/2023;MAC;LEGNANO;Programmato;18
01/02/2023;MAC;MAGENTA;Programmato;8
02/02/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;1
02/02/2023;ORDINARIO;ABBIATEGRASSO;Programmato;4
02/02/2023;ORDINARIO;CUGGIONO;Programmato;2
02/02/2023;ORDINARIO;CUGGIONO;Da Ps;3
02/02/2023;ORDINARIO;LEGNANO;Da Ps;30
02/02/2023;ORDINARIO;LEGNANO;Programmato;35
02/02/2023;ORDINARIO;MAGENTA;Da Ps;25
02/02/2023;ORDINARIO;MAGENTA;Programmato;13
02/02/2023;DAY HOSPITAL;ABBIATEGRASSO;Programmato;5
02/02/2023;DAY HOSPITAL;CUGGIONO;Programmato;11
02/02/2023;DAY HOSPITAL;LEGNANO;Programmato;12
02/02/2023;DAY HOSPITAL;MAGENTA;Programmato;9
02/02/2023;BIC;ABBIATEGRASSO;Programmato;6
02/02/2023;BIC;CUGGIONO;Programmato;6
02/02/2023;BIC;LEGNANO;Programmato;11
02/02/2023;BIC;MAGENTA;Programmato;3
02/02/2023;MAC;ABBIATEGRASSO;Programmato;1
02/02/2023;MAC;CUGGIONO;Programmato;2
02/02/2023;MAC;LEGNANO;Programmato;9
02/02/2023;MAC;MAGENTA;Programmato;4
03/02/2023;ORDINARIO;ABBIATEGRASSO;Programmato;1
03/02/2023;ORDINARIO;ABBIATEGRASSO;Da Ps;3
