DATA_RICOVERO;REGIME;SEDE;TIPO_RICOVERO;NUMERO_RICOVERI
01/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;1
01/01/2021;ORDINARIO;LEGNANO;Programmato;3
01/01/2021;ORDINARIO;LEGNANO;Da Ps;24
01/01/2021;ORDINARIO;MAGENTA;Programmato;4
01/01/2021;ORDINARIO;MAGENTA;Da Ps;22
01/01/2021;MAC;LEGNANO;Programmato;1
02/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;2
02/01/2021;ORDINARIO;CUGGIONO;Programmato;1
02/01/2021;ORDINARIO;CUGGIONO;Da Ps;2
02/01/2021;ORDINARIO;LEGNANO;Programmato;2
02/01/2021;ORDINARIO;LEGNANO;Da Ps;18
02/01/2021;ORDINARIO;MAGENTA;Da Ps;7
02/01/2021;ORDINARIO;MAGENTA;Programmato;2
03/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;3
03/01/2021;ORDINARIO;CUGGIONO;Programmato;1
03/01/2021;ORDINARIO;CUGGIONO;Da Ps;2
03/01/2021;ORDINARIO;LEGNANO;Programmato;5
03/01/2021;ORDINARIO;LEGNANO;Da Ps;20
03/01/2021;ORDINARIO;MAGENTA;Da Ps;16
03/01/2021;ORDINARIO;MAGENTA;Programmato;4
04/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;6
04/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;7
04/01/2021;ORDINARIO;CUGGIONO;Da Ps;1
04/01/2021;ORDINARIO;CUGGIONO;Programmato;2
04/01/2021;ORDINARIO;LEGNANO;Programmato;11
04/01/2021;ORDINARIO;LEGNANO;Da Ps;27
04/01/2021;ORDINARIO;MAGENTA;Programmato;7
04/01/2021;ORDINARIO;MAGENTA;Da Ps;24
04/01/2021;DAY HOSPITAL;MAGENTA;Programmato;1
04/01/2021;MAC;ABBIATEGRASSO;Programmato;2
04/01/2021;MAC;CUGGIONO;Programmato;1
04/01/2021;MAC;LEGNANO;Programmato;28
04/01/2021;MAC;MAGENTA;Programmato;13
05/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;4
05/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;5
05/01/2021;ORDINARIO;CUGGIONO;Programmato;2
05/01/2021;ORDINARIO;CUGGIONO;Da Ps;4
05/01/2021;ORDINARIO;LEGNANO;Programmato;8
05/01/2021;ORDINARIO;LEGNANO;Da Ps;25
05/01/2021;ORDINARIO;MAGENTA;Programmato;10
05/01/2021;ORDINARIO;MAGENTA;Da Ps;14
05/01/2021;DAY HOSPITAL;LEGNANO;Programmato;2
05/01/2021;DAY HOSPITAL;MAGENTA;Programmato;1
05/01/2021;BIC;LEGNANO;Programmato;4
05/01/2021;MAC;CUGGIONO;Programmato;5
05/01/2021;MAC;LEGNANO;Programmato;49
05/01/2021;MAC;MAGENTA;Programmato;32
06/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;1
06/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;1
06/01/2021;ORDINARIO;CUGGIONO;Da Ps;2
06/01/2021;ORDINARIO;CUGGIONO;Programmato;1
06/01/2021;ORDINARIO;LEGNANO;Programmato;7
06/01/2021;ORDINARIO;LEGNANO;Da Ps;15
06/01/2021;ORDINARIO;MAGENTA;Da Ps;13
06/01/2021;ORDINARIO;MAGENTA;Programmato;2
07/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;2
07/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;4
07/01/2021;ORDINARIO;CUGGIONO;Da Ps;5
07/01/2021;ORDINARIO;LEGNANO;Da Ps;20
07/01/2021;ORDINARIO;LEGNANO;Programmato;20
07/01/2021;ORDINARIO;MAGENTA;Programmato;4
07/01/2021;ORDINARIO;MAGENTA;Da Ps;22
07/01/2021;DAY HOSPITAL;MAGENTA;Programmato;6
07/01/2021;MAC;ABBIATEGRASSO;Programmato;2
07/01/2021;MAC;CUGGIONO;Programmato;8
07/01/2021;MAC;LEGNANO;Programmato;52
07/01/2021;MAC;MAGENTA;Programmato;19
08/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;2
08/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;10
08/01/2021;ORDINARIO;CUGGIONO;Da Ps;3
08/01/2021;ORDINARIO;CUGGIONO;Programmato;1
08/01/2021;ORDINARIO;LEGNANO;Programmato;15
08/01/2021;ORDINARIO;LEGNANO;Da Ps;23
08/01/2021;ORDINARIO;MAGENTA;Da Ps;24
08/01/2021;ORDINARIO;MAGENTA;Programmato;8
08/01/2021;DAY HOSPITAL;LEGNANO;Programmato;7
08/01/2021;DAY HOSPITAL;MAGENTA;Programmato;2
08/01/2021;MAC;ABBIATEGRASSO;Programmato;1
08/01/2021;MAC;CUGGIONO;Programmato;14
08/01/2021;MAC;LEGNANO;Programmato;64
08/01/2021;MAC;MAGENTA;Programmato;33
09/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;2
09/01/2021;ORDINARIO;CUGGIONO;Programmato;1
09/01/2021;ORDINARIO;CUGGIONO;Da Ps;1
09/01/2021;ORDINARIO;LEGNANO;Programmato;5
09/01/2021;ORDINARIO;LEGNANO;Da Ps;13
09/01/2021;ORDINARIO;MAGENTA;Da Ps;15
09/01/2021;ORDINARIO;MAGENTA;Programmato;1
10/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;1
10/01/2021;ORDINARIO;CUGGIONO;Programmato;1
10/01/2021;ORDINARIO;LEGNANO;Da Ps;13
10/01/2021;ORDINARIO;LEGNANO;Programmato;9
10/01/2021;ORDINARIO;MAGENTA;Da Ps;18
10/01/2021;ORDINARIO;MAGENTA;Programmato;3
11/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;6
11/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;2
11/01/2021;ORDINARIO;CUGGIONO;Da Ps;8
11/01/2021;ORDINARIO;CUGGIONO;Programmato;3
11/01/2021;ORDINARIO;LEGNANO;Da Ps;19
11/01/2021;ORDINARIO;LEGNANO;Programmato;22
11/01/2021;ORDINARIO;MAGENTA;Programmato;9
11/01/2021;ORDINARIO;MAGENTA;Da Ps;16
11/01/2021;DAY HOSPITAL;LEGNANO;Programmato;1
11/01/2021;DAY HOSPITAL;MAGENTA;Programmato;1
11/01/2021;BIC;MAGENTA;Programmato;2
11/01/2021;MAC;CUGGIONO;Programmato;12
11/01/2021;MAC;LEGNANO;Programmato;65
11/01/2021;MAC;MAGENTA;Programmato;19
12/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;2
12/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;5
12/01/2021;ORDINARIO;CUGGIONO;Da Ps;2
12/01/2021;ORDINARIO;CUGGIONO;Programmato;5
12/01/2021;ORDINARIO;LEGNANO;Da Ps;40
12/01/2021;ORDINARIO;LEGNANO;Programmato;17
12/01/2021;ORDINARIO;MAGENTA;Da Ps;16
12/01/2021;ORDINARIO;MAGENTA;Programmato;8
12/01/2021;DAY HOSPITAL;LEGNANO;Programmato;1
12/01/2021;DAY HOSPITAL;MAGENTA;Programmato;1
12/01/2021;BIC;LEGNANO;Programmato;5
12/01/2021;MAC;ABBIATEGRASSO;Programmato;1
12/01/2021;MAC;CUGGIONO;Programmato;11
12/01/2021;MAC;LEGNANO;Programmato;45
12/01/2021;MAC;MAGENTA;Programmato;24
13/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;2
13/01/2021;ORDINARIO;CUGGIONO;Da Ps;1
13/01/2021;ORDINARIO;CUGGIONO;Programmato;1
13/01/2021;ORDINARIO;LEGNANO;Programmato;18
13/01/2021;ORDINARIO;LEGNANO;Da Ps;35
13/01/2021;ORDINARIO;MAGENTA;Da Ps;21
13/01/2021;ORDINARIO;MAGENTA;Programmato;13
13/01/2021;DAY HOSPITAL;LEGNANO;Programmato;8
13/01/2021;DAY HOSPITAL;MAGENTA;Programmato;3
13/01/2021;BIC;LEGNANO;Programmato;2
13/01/2021;MAC;CUGGIONO;Programmato;10
13/01/2021;MAC;LEGNANO;Programmato;52
13/01/2021;MAC;MAGENTA;Programmato;22
14/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;4
14/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;2
14/01/2021;ORDINARIO;CUGGIONO;Da Ps;2
14/01/2021;ORDINARIO;CUGGIONO;Programmato;2
14/01/2021;ORDINARIO;LEGNANO;Da Ps;17
14/01/2021;ORDINARIO;LEGNANO;Programmato;22
14/01/2021;ORDINARIO;MAGENTA;Da Ps;24
14/01/2021;ORDINARIO;MAGENTA;Programmato;8
14/01/2021;DAY HOSPITAL;LEGNANO;Programmato;4
14/01/2021;DAY HOSPITAL;MAGENTA;Programmato;8
14/01/2021;BIC;LEGNANO;Programmato;6
14/01/2021;BIC;MAGENTA;Programmato;2
14/01/2021;MAC;ABBIATEGRASSO;Programmato;1
14/01/2021;MAC;CUGGIONO;Programmato;7
14/01/2021;MAC;LEGNANO;Programmato;48
14/01/2021;MAC;MAGENTA;Programmato;14
15/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;5
15/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;2
15/01/2021;ORDINARIO;CUGGIONO;Programmato;4
15/01/2021;ORDINARIO;CUGGIONO;Da Ps;3
15/01/2021;ORDINARIO;LEGNANO;Da Ps;19
15/01/2021;ORDINARIO;LEGNANO;Programmato;16
15/01/2021;ORDINARIO;MAGENTA;Programmato;5
15/01/2021;ORDINARIO;MAGENTA;Da Ps;12
15/01/2021;DAY HOSPITAL;MAGENTA;Programmato;6
15/01/2021;MAC;ABBIATEGRASSO;Programmato;1
15/01/2021;MAC;CUGGIONO;Programmato;11
15/01/2021;MAC;LEGNANO;Programmato;38
15/01/2021;MAC;MAGENTA;Programmato;15
16/01/2021;ORDINARIO;CUGGIONO;Da Ps;3
16/01/2021;ORDINARIO;CUGGIONO;Programmato;1
16/01/2021;ORDINARIO;LEGNANO;Da Ps;26
16/01/2021;ORDINARIO;LEGNANO;Programmato;7
16/01/2021;ORDINARIO;MAGENTA;Programmato;3
16/01/2021;ORDINARIO;MAGENTA;Da Ps;18
17/01/2021;ORDINARIO;CUGGIONO;Da Ps;3
17/01/2021;ORDINARIO;CUGGIONO;Programmato;1
17/01/2021;ORDINARIO;LEGNANO;Programmato;13
17/01/2021;ORDINARIO;LEGNANO;Da Ps;15
17/01/2021;ORDINARIO;MAGENTA;Da Ps;11
17/01/2021;ORDINARIO;MAGENTA;Programmato;1
18/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;3
18/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;3
18/01/2021;ORDINARIO;CUGGIONO;Da Ps;4
18/01/2021;ORDINARIO;CUGGIONO;Programmato;2
18/01/2021;ORDINARIO;LEGNANO;Programmato;15
18/01/2021;ORDINARIO;LEGNANO;Da Ps;23
18/01/2021;ORDINARIO;MAGENTA;Programmato;9
18/01/2021;ORDINARIO;MAGENTA;Da Ps;16
18/01/2021;DAY HOSPITAL;MAGENTA;Programmato;2
18/01/2021;BIC;MAGENTA;Programmato;1
18/01/2021;MAC;ABBIATEGRASSO;Programmato;2
18/01/2021;MAC;CUGGIONO;Programmato;6
18/01/2021;MAC;LEGNANO;Programmato;38
18/01/2021;MAC;MAGENTA;Programmato;7
19/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;3
19/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;2
19/01/2021;ORDINARIO;CUGGIONO;Programmato;3
19/01/2021;ORDINARIO;CUGGIONO;Da Ps;2
19/01/2021;ORDINARIO;LEGNANO;Programmato;16
19/01/2021;ORDINARIO;LEGNANO;Da Ps;24
19/01/2021;ORDINARIO;MAGENTA;Da Ps;21
19/01/2021;ORDINARIO;MAGENTA;Programmato;8
19/01/2021;DAY HOSPITAL;MAGENTA;Programmato;1
19/01/2021;BIC;LEGNANO;Programmato;6
19/01/2021;MAC;ABBIATEGRASSO;Programmato;2
19/01/2021;MAC;CUGGIONO;Programmato;7
19/01/2021;MAC;LEGNANO;Programmato;28
19/01/2021;MAC;MAGENTA;Programmato;14
20/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;1
20/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;4
20/01/2021;ORDINARIO;CUGGIONO;Programmato;2
20/01/2021;ORDINARIO;CUGGIONO;Da Ps;3
20/01/2021;ORDINARIO;LEGNANO;Programmato;21
20/01/2021;ORDINARIO;LEGNANO;Da Ps;24
20/01/2021;ORDINARIO;MAGENTA;Da Ps;24
20/01/2021;ORDINARIO;MAGENTA;Programmato;15
20/01/2021;DAY HOSPITAL;LEGNANO;Programmato;8
20/01/2021;DAY HOSPITAL;MAGENTA;Programmato;2
20/01/2021;BIC;LEGNANO;Programmato;4
20/01/2021;MAC;ABBIATEGRASSO;Programmato;2
20/01/2021;MAC;CUGGIONO;Programmato;10
20/01/2021;MAC;LEGNANO;Programmato;41
20/01/2021;MAC;MAGENTA;Programmato;13
21/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;4
21/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;4
21/01/2021;ORDINARIO;CUGGIONO;Programmato;1
21/01/2021;ORDINARIO;CUGGIONO;Da Ps;1
21/01/2021;ORDINARIO;LEGNANO;Da Ps;23
21/01/2021;ORDINARIO;LEGNANO;Programmato;15
21/01/2021;ORDINARIO;MAGENTA;Da Ps;20
21/01/2021;ORDINARIO;MAGENTA;Programmato;8
21/01/2021;DAY HOSPITAL;ABBIATEGRASSO;Programmato;1
21/01/2021;DAY HOSPITAL;LEGNANO;Programmato;2
21/01/2021;DAY HOSPITAL;MAGENTA;Programmato;6
21/01/2021;BIC;LEGNANO;Programmato;7
21/01/2021;BIC;MAGENTA;Programmato;6
21/01/2021;MAC;CUGGIONO;Programmato;7
21/01/2021;MAC;LEGNANO;Programmato;26
21/01/2021;MAC;MAGENTA;Programmato;13
22/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;1
22/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;1
22/01/2021;ORDINARIO;CUGGIONO;Programmato;2
22/01/2021;ORDINARIO;CUGGIONO;Da Ps;2
22/01/2021;ORDINARIO;LEGNANO;Da Ps;26
22/01/2021;ORDINARIO;LEGNANO;Programmato;14
22/01/2021;ORDINARIO;MAGENTA;Da Ps;14
22/01/2021;ORDINARIO;MAGENTA;Programmato;15
22/01/2021;DAY HOSPITAL;LEGNANO;Programmato;2
22/01/2021;DAY HOSPITAL;MAGENTA;Programmato;1
22/01/2021;MAC;CUGGIONO;Programmato;6
22/01/2021;MAC;LEGNANO;Programmato;18
22/01/2021;MAC;MAGENTA;Programmato;9
23/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;3
23/01/2021;ORDINARIO;CUGGIONO;Programmato;2
23/01/2021;ORDINARIO;CUGGIONO;Da Ps;2
23/01/2021;ORDINARIO;LEGNANO;Da Ps;20
23/01/2021;ORDINARIO;LEGNANO;Programmato;5
23/01/2021;ORDINARIO;MAGENTA;Da Ps;16
23/01/2021;ORDINARIO;MAGENTA;Programmato;3
24/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;3
24/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;1
24/01/2021;ORDINARIO;CUGGIONO;Programmato;1
24/01/2021;ORDINARIO;CUGGIONO;Da Ps;1
24/01/2021;ORDINARIO;LEGNANO;Da Ps;12
24/01/2021;ORDINARIO;LEGNANO;Programmato;12
24/01/2021;ORDINARIO;MAGENTA;Da Ps;15
24/01/2021;ORDINARIO;MAGENTA;Programmato;5
25/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;4
25/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;5
25/01/2021;ORDINARIO;CUGGIONO;Programmato;6
25/01/2021;ORDINARIO;CUGGIONO;Da Ps;3
25/01/2021;ORDINARIO;LEGNANO;Programmato;10
25/01/2021;ORDINARIO;LEGNANO;Da Ps;32
25/01/2021;ORDINARIO;MAGENTA;Da Ps;18
25/01/2021;ORDINARIO;MAGENTA;Programmato;13
25/01/2021;DAY HOSPITAL;LEGNANO;Programmato;4
25/01/2021;DAY HOSPITAL;MAGENTA;Programmato;3
25/01/2021;BIC;MAGENTA;Programmato;1
25/01/2021;MAC;ABBIATEGRASSO;Programmato;2
25/01/2021;MAC;CUGGIONO;Programmato;2
25/01/2021;MAC;LEGNANO;Programmato;23
25/01/2021;MAC;MAGENTA;Programmato;9
26/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;3
26/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;4
26/01/2021;ORDINARIO;CUGGIONO;Programmato;1
26/01/2021;ORDINARIO;CUGGIONO;Da Ps;5
26/01/2021;ORDINARIO;LEGNANO;Programmato;17
26/01/2021;ORDINARIO;LEGNANO;Da Ps;22
26/01/2021;ORDINARIO;MAGENTA;Programmato;10
26/01/2021;ORDINARIO;MAGENTA;Da Ps;24
26/01/2021;DAY HOSPITAL;LEGNANO;Programmato;2
26/01/2021;BIC;LEGNANO;Programmato;8
26/01/2021;MAC;ABBIATEGRASSO;Programmato;2
26/01/2021;MAC;CUGGIONO;Programmato;7
26/01/2021;MAC;LEGNANO;Programmato;24
26/01/2021;MAC;MAGENTA;Programmato;13
27/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;5
27/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;7
27/01/2021;ORDINARIO;CUGGIONO;Da Ps;4
27/01/2021;ORDINARIO;CUGGIONO;Programmato;3
27/01/2021;ORDINARIO;LEGNANO;Da Ps;20
27/01/2021;ORDINARIO;LEGNANO;Programmato;19
27/01/2021;ORDINARIO;MAGENTA;Programmato;9
27/01/2021;ORDINARIO;MAGENTA;Da Ps;16
27/01/2021;DAY HOSPITAL;LEGNANO;Programmato;11
27/01/2021;DAY HOSPITAL;MAGENTA;Programmato;2
27/01/2021;BIC;LEGNANO;Programmato;2
27/01/2021;MAC;CUGGIONO;Programmato;1
27/01/2021;MAC;LEGNANO;Programmato;26
27/01/2021;MAC;MAGENTA;Programmato;8
28/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;3
28/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;4
28/01/2021;ORDINARIO;CUGGIONO;Programmato;3
28/01/2021;ORDINARIO;CUGGIONO;Da Ps;4
28/01/2021;ORDINARIO;LEGNANO;Da Ps;24
28/01/2021;ORDINARIO;LEGNANO;Programmato;22
28/01/2021;ORDINARIO;MAGENTA;Da Ps;21
28/01/2021;ORDINARIO;MAGENTA;Programmato;10
28/01/2021;DAY HOSPITAL;LEGNANO;Programmato;3
28/01/2021;DAY HOSPITAL;MAGENTA;Programmato;7
28/01/2021;BIC;LEGNANO;Programmato;8
28/01/2021;BIC;MAGENTA;Programmato;7
28/01/2021;MAC;CUGGIONO;Programmato;5
28/01/2021;MAC;LEGNANO;Programmato;26
28/01/2021;MAC;MAGENTA;Programmato;11
29/01/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;3
29/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;1
29/01/2021;ORDINARIO;CUGGIONO;Da Ps;2
29/01/2021;ORDINARIO;CUGGIONO;Programmato;2
29/01/2021;ORDINARIO;LEGNANO;Programmato;12
29/01/2021;ORDINARIO;LEGNANO;Da Ps;23
29/01/2021;ORDINARIO;MAGENTA;Da Ps;19
29/01/2021;ORDINARIO;MAGENTA;Programmato;15
29/01/2021;DAY HOSPITAL;LEGNANO;Programmato;3
29/01/2021;DAY HOSPITAL;MAGENTA;Programmato;3
29/01/2021;BIC;MAGENTA;Programmato;1
29/01/2021;MAC;ABBIATEGRASSO;Programmato;2
29/01/2021;MAC;CUGGIONO;Programmato;4
29/01/2021;MAC;LEGNANO;Programmato;18
29/01/2021;MAC;MAGENTA;Programmato;8
30/01/2021;ORDINARIO;ABBIATEGRASSO;Programmato;1
30/01/2021;ORDINARIO;CUGGIONO;Da Ps;1
30/01/2021;ORDINARIO;CUGGIONO;Programmato;2
30/01/2021;ORDINARIO;LEGNANO;Programmato;3
30/01/2021;ORDINARIO;LEGNANO;Da Ps;24
30/01/2021;ORDINARIO;MAGENTA;Da Ps;20
30/01/2021;ORDINARIO;MAGENTA;Programmato;4
31/01/2021;ORDINARIO;CUGGIONO;Da Ps;3
31/01/2021;ORDINARIO;LEGNANO;Programmato;11
31/01/2021;ORDINARIO;LEGNANO;Da Ps;17
31/01/2021;ORDINARIO;MAGENTA;Da Ps;12
31/01/2021;ORDINARIO;MAGENTA;Programmato;3
01/02/2021;ORDINARIO;ABBIATEGRASSO;Programmato;1
01/02/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;4
01/02/2021;ORDINARIO;CUGGIONO;Programmato;1
01/02/2021;ORDINARIO;CUGGIONO;Da Ps;2
01/02/2021;ORDINARIO;LEGNANO;Programmato;25
01/02/2021;ORDINARIO;LEGNANO;Da Ps;32
01/02/2021;ORDINARIO;MAGENTA;Programmato;11
01/02/2021;ORDINARIO;MAGENTA;Da Ps;25
01/02/2021;DAY HOSPITAL;LEGNANO;Programmato;2
01/02/2021;DAY HOSPITAL;MAGENTA;Programmato;6
01/02/2021;BIC;LEGNANO;Programmato;2
01/02/2021;BIC;MAGENTA;Programmato;1
01/02/2021;MAC;ABBIATEGRASSO;Programmato;2
01/02/2021;MAC;LEGNANO;Programmato;17
01/02/2021;MAC;MAGENTA;Programmato;8
02/02/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;2
02/02/2021;ORDINARIO;ABBIATEGRASSO;Programmato;4
02/02/2021;ORDINARIO;CUGGIONO;Da Ps;1
02/02/2021;ORDINARIO;CUGGIONO;Programmato;2
02/02/2021;ORDINARIO;LEGNANO;Programmato;24
02/02/2021;ORDINARIO;LEGNANO;Da Ps;28
02/02/2021;ORDINARIO;MAGENTA;Da Ps;18
02/02/2021;ORDINARIO;MAGENTA;Programmato;8
02/02/2021;DAY HOSPITAL;ABBIATEGRASSO;Programmato;1
02/02/2021;DAY HOSPITAL;LEGNANO;Programmato;1
02/02/2021;BIC;LEGNANO;Programmato;8
02/02/2021;MAC;CUGGIONO;Programmato;8
02/02/2021;MAC;LEGNANO;Programmato;13
02/02/2021;MAC;MAGENTA;Programmato;1
03/02/2021;ORDINARIO;ABBIATEGRASSO;Programmato;2
03/02/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;3
03/02/2021;ORDINARIO;CUGGIONO;Da Ps;2
03/02/2021;ORDINARIO;CUGGIONO;Programmato;2
03/02/2021;ORDINARIO;LEGNANO;Da Ps;29
03/02/2021;ORDINARIO;LEGNANO;Programmato;23
03/02/2021;ORDINARIO;MAGENTA;Programmato;18
03/02/2021;ORDINARIO;MAGENTA;Da Ps;17
03/02/2021;DAY HOSPITAL;LEGNANO;Programmato;10
03/02/2021;DAY HOSPITAL;MAGENTA;Programmato;3
03/02/2021;BIC;MAGENTA;Programmato;7
03/02/2021;MAC;ABBIATEGRASSO;Programmato;1
03/02/2021;MAC;CUGGIONO;Programmato;1
03/02/2021;MAC;LEGNANO;Programmato;16
03/02/2021;MAC;MAGENTA;Programmato;5
04/02/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;5
04/02/2021;ORDINARIO;ABBIATEGRASSO;Programmato;4
04/02/2021;ORDINARIO;CUGGIONO;Da Ps;2
04/02/2021;ORDINARIO;CUGGIONO;Programmato;1
04/02/2021;ORDINARIO;LEGNANO;Programmato;25
04/02/2021;ORDINARIO;LEGNANO;Da Ps;18
04/02/2021;ORDINARIO;MAGENTA;Da Ps;22
04/02/2021;ORDINARIO;MAGENTA;Programmato;13
04/02/2021;DAY HOSPITAL;ABBIATEGRASSO;Programmato;1
04/02/2021;DAY HOSPITAL;LEGNANO;Programmato;6
04/02/2021;DAY HOSPITAL;MAGENTA;Programmato;5
04/02/2021;BIC;LEGNANO;Programmato;8
04/02/2021;BIC;MAGENTA;Programmato;2
04/02/2021;MAC;ABBIATEGRASSO;Programmato;1
04/02/2021;MAC;CUGGIONO;Programmato;2
04/02/2021;MAC;LEGNANO;Programmato;15
04/02/2021;MAC;MAGENTA;Programmato;2
05/02/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;8
05/02/2021;ORDINARIO;ABBIATEGRASSO;Programmato;3
05/02/2021;ORDINARIO;CUGGIONO;Da Ps;1
05/02/2021;ORDINARIO;CUGGIONO;Programmato;2
05/02/2021;ORDINARIO;LEGNANO;Da Ps;33
05/02/2021;ORDINARIO;LEGNANO;Programmato;17
05/02/2021;ORDINARIO;MAGENTA;Programmato;10
05/02/2021;ORDINARIO;MAGENTA;Da Ps;21
05/02/2021;DAY HOSPITAL;LEGNANO;Programmato;5
05/02/2021;DAY HOSPITAL;MAGENTA;Programmato;4
05/02/2021;BIC;MAGENTA;Programmato;3
05/02/2021;MAC;CUGGIONO;Programmato;2
05/02/2021;MAC;LEGNANO;Programmato;8
05/02/2021;MAC;MAGENTA;Programmato;3
06/02/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;1
06/02/2021;ORDINARIO;ABBIATEGRASSO;Programmato;1
06/02/2021;ORDINARIO;CUGGIONO;Programmato;2
06/02/2021;ORDINARIO;CUGGIONO;Da Ps;2
06/02/2021;ORDINARIO;LEGNANO;Da Ps;22
06/02/2021;ORDINARIO;LEGNANO;Programmato;5
06/02/2021;ORDINARIO;MAGENTA;Da Ps;19
06/02/2021;ORDINARIO;MAGENTA;Programmato;2
07/02/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;2
07/02/2021;ORDINARIO;CUGGIONO;Programmato;1
07/02/2021;ORDINARIO;CUGGIONO;Da Ps;1
07/02/2021;ORDINARIO;LEGNANO;Da Ps;22
07/02/2021;ORDINARIO;LEGNANO;Programmato;8
07/02/2021;ORDINARIO;MAGENTA;Da Ps;21
07/02/2021;ORDINARIO;MAGENTA;Programmato;4
08/02/2021;ORDINARIO;ABBIATEGRASSO;Programmato;1
08/02/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;3
08/02/2021;ORDINARIO;CUGGIONO;Programmato;1
08/02/2021;ORDINARIO;CUGGIONO;Da Ps;4
08/02/2021;ORDINARIO;LEGNANO;Programmato;26
08/02/2021;ORDINARIO;LEGNANO;Da Ps;21
08/02/2021;ORDINARIO;MAGENTA;Programmato;9
08/02/2021;ORDINARIO;MAGENTA;Da Ps;13
08/02/2021;DAY HOSPITAL;LEGNANO;Programmato;8
08/02/2021;DAY HOSPITAL;MAGENTA;Programmato;2
08/02/2021;BIC;LEGNANO;Programmato;2
08/02/2021;MAC;LEGNANO;Programmato;15
08/02/2021;MAC;MAGENTA;Programmato;4
09/02/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;4
09/02/2021;ORDINARIO;ABBIATEGRASSO;Programmato;4
09/02/2021;ORDINARIO;CUGGIONO;Programmato;3
09/02/2021;ORDINARIO;CUGGIONO;Da Ps;3
09/02/2021;ORDINARIO;LEGNANO;Da Ps;28
09/02/2021;ORDINARIO;LEGNANO;Programmato;16
09/02/2021;ORDINARIO;MAGENTA;Programmato;12
09/02/2021;ORDINARIO;MAGENTA;Da Ps;18
09/02/2021;DAY HOSPITAL;MAGENTA;Programmato;4
09/02/2021;BIC;LEGNANO;Programmato;8
09/02/2021;MAC;CUGGIONO;Programmato;10
09/02/2021;MAC;LEGNANO;Programmato;8
09/02/2021;MAC;MAGENTA;Programmato;7
10/02/2021;ORDINARIO;ABBIATEGRASSO;Da Ps;3
10/02/2021;ORDINARIO;ABBIATEGRASSO;Programmato;3
10/02/2021;ORDINARIO;CUGGIONO;Da Ps;3
10/02/2021;ORDINARIO;CUGGIONO;Programmato;2
