DATA_RICOVERO;REGIME;SEDE;TIPO_RICOVERO;NUMERO_RICOVERI
04/01/2022;MAC;LEGNANO;Programmato;35
04/01/2022;MAC;MAGENTA;Programmato;28
05/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;3
05/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;6
05/01/2022;ORDINARIO;CUGGIONO;Da Ps;2
05/01/2022;ORDINARIO;CUGGIONO;Programmato;1
05/01/2022;ORDINARIO;LEGNANO;Da Ps;31
05/01/2022;ORDINARIO;LEGNANO;Programmato;16
05/01/2022;ORDINARIO;MAGENTA;Da Ps;19
05/01/2022;ORDINARIO;MAGENTA;Programmato;6
05/01/2022;DAY HOSPITAL;LEGNANO;Programmato;4
05/01/2022;DAY HOSPITAL;MAGENTA;Programmato;1
05/01/2022;BIC;LEGNANO;Programmato;1
05/01/2022;MAC;LEGNANO;Programmato;61
05/01/2022;MAC;MAGENTA;Programmato;14
06/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;1
06/01/2022;ORDINARIO;LEGNANO;Programmato;9
06/01/2022;ORDINARIO;LEGNANO;Da Ps;24
06/01/2022;ORDINARIO;MAGENTA;Da Ps;17
06/01/2022;ORDINARIO;MAGENTA;Programmato;3
07/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;2
07/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;7
07/01/2022;ORDINARIO;CUGGIONO;Programmato;6
07/01/2022;ORDINARIO;LEGNANO;Da Ps;34
07/01/2022;ORDINARIO;LEGNANO;Programmato;10
07/01/2022;ORDINARIO;MAGENTA;Da Ps;12
07/01/2022;ORDINARIO;MAGENTA;Programmato;6
07/01/2022;DAY HOSPITAL;LEGNANO;Programmato;2
07/01/2022;BIC;LEGNANO;Programmato;1
07/01/2022;BIC;MAGENTA;Programmato;1
07/01/2022;MAC;LEGNANO;Programmato;59
07/01/2022;MAC;MAGENTA;Programmato;31
08/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;9
08/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;3
08/01/2022;ORDINARIO;CUGGIONO;Da Ps;3
08/01/2022;ORDINARIO;CUGGIONO;Programmato;5
08/01/2022;ORDINARIO;LEGNANO;Da Ps;23
08/01/2022;ORDINARIO;LEGNANO;Programmato;4
08/01/2022;ORDINARIO;MAGENTA;Da Ps;11
08/01/2022;ORDINARIO;MAGENTA;Programmato;4
09/01/2022;ORDINARIO;CUGGIONO;Da Ps;1
09/01/2022;ORDINARIO;CUGGIONO;Programmato;1
09/01/2022;ORDINARIO;LEGNANO;Da Ps;14
09/01/2022;ORDINARIO;LEGNANO;Programmato;11
09/01/2022;ORDINARIO;MAGENTA;Da Ps;14
09/01/2022;ORDINARIO;MAGENTA;Programmato;1
09/01/2022;BIC;LEGNANO;Programmato;1
10/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;7
10/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;2
10/01/2022;ORDINARIO;CUGGIONO;Programmato;1
10/01/2022;ORDINARIO;CUGGIONO;Da Ps;1
10/01/2022;ORDINARIO;LEGNANO;Programmato;22
10/01/2022;ORDINARIO;LEGNANO;Da Ps;27
10/01/2022;ORDINARIO;MAGENTA;Programmato;13
10/01/2022;ORDINARIO;MAGENTA;Da Ps;11
10/01/2022;DAY HOSPITAL;CUGGIONO;Programmato;4
10/01/2022;DAY HOSPITAL;LEGNANO;Programmato;1
10/01/2022;DAY HOSPITAL;MAGENTA;Programmato;3
10/01/2022;BIC;ABBIATEGRASSO;Programmato;11
10/01/2022;BIC;CUGGIONO;Programmato;4
10/01/2022;BIC;LEGNANO;Programmato;8
10/01/2022;MAC;CUGGIONO;Programmato;3
10/01/2022;MAC;LEGNANO;Programmato;57
10/01/2022;MAC;MAGENTA;Programmato;24
11/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;11
11/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;2
11/01/2022;ORDINARIO;CUGGIONO;Da Ps;2
11/01/2022;ORDINARIO;LEGNANO;Programmato;22
11/01/2022;ORDINARIO;LEGNANO;Da Ps;28
11/01/2022;ORDINARIO;MAGENTA;Programmato;17
11/01/2022;ORDINARIO;MAGENTA;Da Ps;20
11/01/2022;DAY HOSPITAL;CUGGIONO;Programmato;4
11/01/2022;DAY HOSPITAL;LEGNANO;Programmato;6
11/01/2022;DAY HOSPITAL;MAGENTA;Programmato;3
11/01/2022;BIC;ABBIATEGRASSO;Programmato;10
11/01/2022;BIC;CUGGIONO;Programmato;5
11/01/2022;BIC;MAGENTA;Programmato;12
11/01/2022;MAC;CUGGIONO;Programmato;28
11/01/2022;MAC;LEGNANO;Programmato;48
11/01/2022;MAC;MAGENTA;Programmato;27
12/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;2
12/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;11
12/01/2022;ORDINARIO;CUGGIONO;Da Ps;2
12/01/2022;ORDINARIO;CUGGIONO;Programmato;2
12/01/2022;ORDINARIO;LEGNANO;Da Ps;30
12/01/2022;ORDINARIO;LEGNANO;Programmato;25
12/01/2022;ORDINARIO;MAGENTA;Da Ps;20
12/01/2022;ORDINARIO;MAGENTA;Programmato;15
12/01/2022;DAY HOSPITAL;CUGGIONO;Programmato;6
12/01/2022;DAY HOSPITAL;LEGNANO;Programmato;9
12/01/2022;DAY HOSPITAL;MAGENTA;Programmato;3
12/01/2022;BIC;ABBIATEGRASSO;Programmato;10
12/01/2022;BIC;CUGGIONO;Programmato;2
12/01/2022;BIC;LEGNANO;Programmato;4
12/01/2022;MAC;CUGGIONO;Programmato;12
12/01/2022;MAC;LEGNANO;Programmato;54
12/01/2022;MAC;MAGENTA;Programmato;17
13/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;3
13/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;8
13/01/2022;ORDINARIO;CUGGIONO;Da Ps;3
13/01/2022;ORDINARIO;LEGNANO;Programmato;25
13/01/2022;ORDINARIO;LEGNANO;Da Ps;34
13/01/2022;ORDINARIO;MAGENTA;Programmato;15
13/01/2022;ORDINARIO;MAGENTA;Da Ps;27
13/01/2022;DAY HOSPITAL;CUGGIONO;Programmato;3
13/01/2022;DAY HOSPITAL;LEGNANO;Programmato;4
13/01/2022;DAY HOSPITAL;MAGENTA;Programmato;2
13/01/2022;BIC;CUGGIONO;Programmato;4
13/01/2022;BIC;LEGNANO;Programmato;4
13/01/2022;MAC;CUGGIONO;Programmato;3
13/01/2022;MAC;LEGNANO;Programmato;53
13/01/2022;MAC;MAGENTA;Programmato;20
14/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;2
14/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;8
14/01/2022;ORDINARIO;CUGGIONO;Programmato;6
14/01/2022;ORDINARIO;CUGGIONO;Da Ps;2
14/01/2022;ORDINARIO;LEGNANO;Programmato;14
14/01/2022;ORDINARIO;LEGNANO;Da Ps;19
14/01/2022;ORDINARIO;MAGENTA;Da Ps;24
14/01/2022;ORDINARIO;MAGENTA;Programmato;4
14/01/2022;DAY HOSPITAL;ABBIATEGRASSO;Programmato;1
14/01/2022;DAY HOSPITAL;LEGNANO;Programmato;3
14/01/2022;DAY HOSPITAL;MAGENTA;Programmato;1
14/01/2022;BIC;ABBIATEGRASSO;Programmato;8
14/01/2022;BIC;CUGGIONO;Programmato;5
14/01/2022;BIC;LEGNANO;Programmato;6
14/01/2022;BIC;MAGENTA;Programmato;3
14/01/2022;MAC;LEGNANO;Programmato;53
14/01/2022;MAC;MAGENTA;Programmato;26
15/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;3
15/01/2022;ORDINARIO;CUGGIONO;Da Ps;1
15/01/2022;ORDINARIO;CUGGIONO;Programmato;1
15/01/2022;ORDINARIO;LEGNANO;Da Ps;34
15/01/2022;ORDINARIO;LEGNANO;Programmato;7
15/01/2022;ORDINARIO;MAGENTA;Da Ps;21
15/01/2022;ORDINARIO;MAGENTA;Programmato;2
16/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;3
16/01/2022;ORDINARIO;CUGGIONO;Programmato;1
16/01/2022;ORDINARIO;LEGNANO;Da Ps;22
16/01/2022;ORDINARIO;LEGNANO;Programmato;14
16/01/2022;ORDINARIO;MAGENTA;Programmato;4
16/01/2022;ORDINARIO;MAGENTA;Da Ps;12
17/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;4
17/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;4
17/01/2022;ORDINARIO;CUGGIONO;Programmato;4
17/01/2022;ORDINARIO;CUGGIONO;Da Ps;1
17/01/2022;ORDINARIO;LEGNANO;Programmato;20
17/01/2022;ORDINARIO;LEGNANO;Da Ps;24
17/01/2022;ORDINARIO;MAGENTA;Programmato;15
17/01/2022;ORDINARIO;MAGENTA;Da Ps;13
17/01/2022;DAY HOSPITAL;CUGGIONO;Programmato;3
17/01/2022;DAY HOSPITAL;LEGNANO;Programmato;5
17/01/2022;DAY HOSPITAL;MAGENTA;Programmato;2
17/01/2022;BIC;ABBIATEGRASSO;Programmato;10
17/01/2022;BIC;CUGGIONO;Programmato;6
17/01/2022;BIC;LEGNANO;Programmato;10
17/01/2022;MAC;ABBIATEGRASSO;Programmato;1
17/01/2022;MAC;CUGGIONO;Programmato;3
17/01/2022;MAC;LEGNANO;Programmato;43
17/01/2022;MAC;MAGENTA;Programmato;14
18/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;2
18/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;8
18/01/2022;ORDINARIO;CUGGIONO;Da Ps;2
18/01/2022;ORDINARIO;CUGGIONO;Programmato;2
18/01/2022;ORDINARIO;LEGNANO;Da Ps;28
18/01/2022;ORDINARIO;LEGNANO;Programmato;27
18/01/2022;ORDINARIO;MAGENTA;Da Ps;20
18/01/2022;ORDINARIO;MAGENTA;Programmato;6
18/01/2022;DAY HOSPITAL;CUGGIONO;Programmato;3
18/01/2022;DAY HOSPITAL;LEGNANO;Programmato;3
18/01/2022;DAY HOSPITAL;MAGENTA;Programmato;2
18/01/2022;BIC;ABBIATEGRASSO;Programmato;10
18/01/2022;BIC;CUGGIONO;Programmato;9
18/01/2022;BIC;LEGNANO;Programmato;2
18/01/2022;MAC;CUGGIONO;Programmato;25
18/01/2022;MAC;LEGNANO;Programmato;35
18/01/2022;MAC;MAGENTA;Programmato;16
19/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;2
19/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;9
19/01/2022;ORDINARIO;CUGGIONO;Programmato;3
19/01/2022;ORDINARIO;CUGGIONO;Da Ps;1
19/01/2022;ORDINARIO;LEGNANO;Programmato;24
19/01/2022;ORDINARIO;LEGNANO;Da Ps;27
19/01/2022;ORDINARIO;MAGENTA;Programmato;10
19/01/2022;ORDINARIO;MAGENTA;Da Ps;21
19/01/2022;DAY HOSPITAL;CUGGIONO;Programmato;6
19/01/2022;DAY HOSPITAL;LEGNANO;Programmato;13
19/01/2022;DAY HOSPITAL;MAGENTA;Programmato;8
19/01/2022;BIC;ABBIATEGRASSO;Programmato;13
19/01/2022;BIC;CUGGIONO;Programmato;4
19/01/2022;BIC;LEGNANO;Programmato;1
19/01/2022;MAC;CUGGIONO;Programmato;14
19/01/2022;MAC;LEGNANO;Programmato;31
19/01/2022;MAC;MAGENTA;Programmato;14
20/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;1
20/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;12
20/01/2022;ORDINARIO;CUGGIONO;Da Ps;3
20/01/2022;ORDINARIO;CUGGIONO;Programmato;3
20/01/2022;ORDINARIO;LEGNANO;Programmato;19
20/01/2022;ORDINARIO;LEGNANO;Da Ps;33
20/01/2022;ORDINARIO;MAGENTA;Programmato;14
20/01/2022;ORDINARIO;MAGENTA;Da Ps;13
20/01/2022;DAY HOSPITAL;ABBIATEGRASSO;Programmato;5
20/01/2022;DAY HOSPITAL;CUGGIONO;Programmato;3
20/01/2022;DAY HOSPITAL;LEGNANO;Programmato;2
20/01/2022;DAY HOSPITAL;MAGENTA;Programmato;6
20/01/2022;BIC;ABBIATEGRASSO;Programmato;9
20/01/2022;BIC;CUGGIONO;Programmato;9
20/01/2022;BIC;LEGNANO;Programmato;5
20/01/2022;BIC;MAGENTA;Programmato;1
20/01/2022;MAC;CUGGIONO;Programmato;5
20/01/2022;MAC;LEGNANO;Programmato;38
20/01/2022;MAC;MAGENTA;Programmato;17
21/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;3
21/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;4
21/01/2022;ORDINARIO;CUGGIONO;Programmato;3
21/01/2022;ORDINARIO;CUGGIONO;Da Ps;3
21/01/2022;ORDINARIO;LEGNANO;Da Ps;27
21/01/2022;ORDINARIO;LEGNANO;Programmato;14
21/01/2022;ORDINARIO;MAGENTA;Programmato;6
21/01/2022;ORDINARIO;MAGENTA;Da Ps;24
21/01/2022;DAY HOSPITAL;CUGGIONO;Programmato;3
21/01/2022;DAY HOSPITAL;LEGNANO;Programmato;3
21/01/2022;DAY HOSPITAL;MAGENTA;Programmato;2
21/01/2022;BIC;ABBIATEGRASSO;Programmato;10
21/01/2022;BIC;CUGGIONO;Programmato;7
21/01/2022;BIC;LEGNANO;Programmato;6
21/01/2022;MAC;CUGGIONO;Programmato;1
21/01/2022;MAC;LEGNANO;Programmato;36
21/01/2022;MAC;MAGENTA;Programmato;19
22/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;1
22/01/2022;ORDINARIO;CUGGIONO;Da Ps;2
22/01/2022;ORDINARIO;LEGNANO;Da Ps;26
22/01/2022;ORDINARIO;LEGNANO;Programmato;5
22/01/2022;ORDINARIO;MAGENTA;Programmato;4
22/01/2022;ORDINARIO;MAGENTA;Da Ps;17
23/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;3
23/01/2022;ORDINARIO;CUGGIONO;Programmato;1
23/01/2022;ORDINARIO;LEGNANO;Da Ps;21
23/01/2022;ORDINARIO;LEGNANO;Programmato;9
23/01/2022;ORDINARIO;MAGENTA;Da Ps;16
23/01/2022;ORDINARIO;MAGENTA;Programmato;6
24/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;2
24/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;9
24/01/2022;ORDINARIO;CUGGIONO;Da Ps;1
24/01/2022;ORDINARIO;CUGGIONO;Programmato;2
24/01/2022;ORDINARIO;LEGNANO;Programmato;22
24/01/2022;ORDINARIO;LEGNANO;Da Ps;25
24/01/2022;ORDINARIO;MAGENTA;Da Ps;16
24/01/2022;ORDINARIO;MAGENTA;Programmato;10
24/01/2022;DAY HOSPITAL;ABBIATEGRASSO;Programmato;1
24/01/2022;DAY HOSPITAL;CUGGIONO;Programmato;4
24/01/2022;DAY HOSPITAL;LEGNANO;Programmato;4
24/01/2022;DAY HOSPITAL;MAGENTA;Programmato;1
24/01/2022;BIC;ABBIATEGRASSO;Programmato;8
24/01/2022;BIC;CUGGIONO;Programmato;8
24/01/2022;BIC;LEGNANO;Programmato;9
24/01/2022;BIC;MAGENTA;Programmato;1
24/01/2022;MAC;CUGGIONO;Programmato;4
24/01/2022;MAC;LEGNANO;Programmato;25
24/01/2022;MAC;MAGENTA;Programmato;13
25/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;9
25/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;1
25/01/2022;ORDINARIO;CUGGIONO;Programmato;1
25/01/2022;ORDINARIO;CUGGIONO;Da Ps;4
25/01/2022;ORDINARIO;LEGNANO;Da Ps;24
25/01/2022;ORDINARIO;LEGNANO;Programmato;24
25/01/2022;ORDINARIO;MAGENTA;Programmato;13
25/01/2022;ORDINARIO;MAGENTA;Da Ps;16
25/01/2022;DAY HOSPITAL;CUGGIONO;Programmato;1
25/01/2022;DAY HOSPITAL;LEGNANO;Programmato;2
25/01/2022;DAY HOSPITAL;MAGENTA;Programmato;4
25/01/2022;BIC;ABBIATEGRASSO;Programmato;10
25/01/2022;BIC;CUGGIONO;Programmato;11
25/01/2022;MAC;ABBIATEGRASSO;Programmato;1
25/01/2022;MAC;CUGGIONO;Programmato;13
25/01/2022;MAC;LEGNANO;Programmato;15
25/01/2022;MAC;MAGENTA;Programmato;7
26/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;8
26/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;4
26/01/2022;ORDINARIO;CUGGIONO;Programmato;1
26/01/2022;ORDINARIO;CUGGIONO;Da Ps;1
26/01/2022;ORDINARIO;LEGNANO;Da Ps;34
26/01/2022;ORDINARIO;LEGNANO;Programmato;27
26/01/2022;ORDINARIO;MAGENTA;Programmato;18
26/01/2022;ORDINARIO;MAGENTA;Da Ps;13
26/01/2022;DAY HOSPITAL;CUGGIONO;Programmato;7
26/01/2022;DAY HOSPITAL;LEGNANO;Programmato;15
26/01/2022;DAY HOSPITAL;MAGENTA;Programmato;2
26/01/2022;BIC;ABBIATEGRASSO;Programmato;14
26/01/2022;BIC;CUGGIONO;Programmato;5
26/01/2022;MAC;CUGGIONO;Programmato;5
26/01/2022;MAC;LEGNANO;Programmato;21
26/01/2022;MAC;MAGENTA;Programmato;13
27/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;8
27/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;2
27/01/2022;ORDINARIO;CUGGIONO;Da Ps;3
27/01/2022;ORDINARIO;CUGGIONO;Programmato;3
27/01/2022;ORDINARIO;LEGNANO;Programmato;23
27/01/2022;ORDINARIO;LEGNANO;Da Ps;31
27/01/2022;ORDINARIO;MAGENTA;Programmato;14
27/01/2022;ORDINARIO;MAGENTA;Da Ps;15
27/01/2022;DAY HOSPITAL;ABBIATEGRASSO;Programmato;1
27/01/2022;DAY HOSPITAL;CUGGIONO;Programmato;4
27/01/2022;DAY HOSPITAL;LEGNANO;Programmato;10
27/01/2022;DAY HOSPITAL;MAGENTA;Programmato;4
27/01/2022;BIC;ABBIATEGRASSO;Programmato;10
27/01/2022;BIC;CUGGIONO;Programmato;7
27/01/2022;BIC;LEGNANO;Programmato;4
27/01/2022;MAC;LEGNANO;Programmato;26
27/01/2022;MAC;MAGENTA;Programmato;11
28/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;1
28/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;1
28/01/2022;ORDINARIO;CUGGIONO;Programmato;7
28/01/2022;ORDINARIO;CUGGIONO;Da Ps;1
28/01/2022;ORDINARIO;LEGNANO;Da Ps;33
28/01/2022;ORDINARIO;LEGNANO;Programmato;18
28/01/2022;ORDINARIO;MAGENTA;Programmato;4
28/01/2022;ORDINARIO;MAGENTA;Da Ps;12
28/01/2022;DAY HOSPITAL;LEGNANO;Programmato;3
28/01/2022;DAY HOSPITAL;MAGENTA;Programmato;1
28/01/2022;BIC;ABBIATEGRASSO;Programmato;11
28/01/2022;BIC;CUGGIONO;Programmato;7
28/01/2022;BIC;LEGNANO;Programmato;5
28/01/2022;MAC;CUGGIONO;Programmato;2
28/01/2022;MAC;LEGNANO;Programmato;20
28/01/2022;MAC;MAGENTA;Programmato;7
29/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;1
29/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;1
29/01/2022;ORDINARIO;CUGGIONO;Da Ps;2
29/01/2022;ORDINARIO;LEGNANO;Programmato;6
29/01/2022;ORDINARIO;LEGNANO;Da Ps;26
29/01/2022;ORDINARIO;MAGENTA;Da Ps;17
29/01/2022;ORDINARIO;MAGENTA;Programmato;4
30/01/2022;ORDINARIO;LEGNANO;Da Ps;17
30/01/2022;ORDINARIO;LEGNANO;Programmato;10
30/01/2022;ORDINARIO;MAGENTA;Da Ps;17
30/01/2022;ORDINARIO;MAGENTA;Programmato;9
31/01/2022;ORDINARIO;ABBIATEGRASSO;Programmato;4
31/01/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;4
31/01/2022;ORDINARIO;CUGGIONO;Programmato;2
31/01/2022;ORDINARIO;CUGGIONO;Da Ps;2
31/01/2022;ORDINARIO;LEGNANO;Programmato;21
31/01/2022;ORDINARIO;LEGNANO;Da Ps;28
31/01/2022;ORDINARIO;MAGENTA;Da Ps;23
31/01/2022;ORDINARIO;MAGENTA;Programmato;16
31/01/2022;DAY HOSPITAL;CUGGIONO;Programmato;3
31/01/2022;DAY HOSPITAL;LEGNANO;Programmato;6
31/01/2022;DAY HOSPITAL;MAGENTA;Programmato;2
31/01/2022;BIC;ABBIATEGRASSO;Programmato;11
31/01/2022;BIC;CUGGIONO;Programmato;7
31/01/2022;BIC;LEGNANO;Programmato;10
31/01/2022;MAC;CUGGIONO;Programmato;1
31/01/2022;MAC;LEGNANO;Programmato;18
31/01/2022;MAC;MAGENTA;Programmato;10
01/02/2022;ORDINARIO;ABBIATEGRASSO;Programmato;8
01/02/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;3
01/02/2022;ORDINARIO;CUGGIONO;Da Ps;3
01/02/2022;ORDINARIO;LEGNANO;Programmato;26
01/02/2022;ORDINARIO;LEGNANO;Da Ps;27
01/02/2022;ORDINARIO;MAGENTA;Programmato;18
01/02/2022;ORDINARIO;MAGENTA;Da Ps;23
01/02/2022;DAY HOSPITAL;CUGGIONO;Programmato;2
01/02/2022;DAY HOSPITAL;LEGNANO;Programmato;1
01/02/2022;DAY HOSPITAL;MAGENTA;Programmato;7
01/02/2022;BIC;ABBIATEGRASSO;Programmato;10
01/02/2022;BIC;CUGGIONO;Programmato;8
01/02/2022;BIC;LEGNANO;Programmato;1
01/02/2022;BIC;MAGENTA;Programmato;3
01/02/2022;MAC;CUGGIONO;Programmato;4
01/02/2022;MAC;LEGNANO;Programmato;16
01/02/2022;MAC;MAGENTA;Programmato;4
02/02/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;2
02/02/2022;ORDINARIO;ABBIATEGRASSO;Programmato;5
02/02/2022;ORDINARIO;CUGGIONO;Da Ps;3
02/02/2022;ORDINARIO;LEGNANO;Programmato;32
02/02/2022;ORDINARIO;LEGNANO;Da Ps;31
02/02/2022;ORDINARIO;MAGENTA;Programmato;10
02/02/2022;ORDINARIO;MAGENTA;Da Ps;17
02/02/2022;DAY HOSPITAL;CUGGIONO;Programmato;4
02/02/2022;DAY HOSPITAL;LEGNANO;Programmato;11
02/02/2022;DAY HOSPITAL;MAGENTA;Programmato;8
02/02/2022;BIC;ABBIATEGRASSO;Programmato;14
02/02/2022;BIC;CUGGIONO;Programmato;5
02/02/2022;BIC;MAGENTA;Programmato;2
02/02/2022;MAC;CUGGIONO;Programmato;2
02/02/2022;MAC;LEGNANO;Programmato;17
02/02/2022;MAC;MAGENTA;Programmato;8
03/02/2022;ORDINARIO;ABBIATEGRASSO;Programmato;6
03/02/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;5
03/02/2022;ORDINARIO;CUGGIONO;Programmato;1
03/02/2022;ORDINARIO;CUGGIONO;Da Ps;3
03/02/2022;ORDINARIO;LEGNANO;Programmato;23
03/02/2022;ORDINARIO;LEGNANO;Da Ps;36
03/02/2022;ORDINARIO;MAGENTA;Programmato;10
03/02/2022;ORDINARIO;MAGENTA;Da Ps;19
03/02/2022;DAY HOSPITAL;ABBIATEGRASSO;Programmato;6
03/02/2022;DAY HOSPITAL;CUGGIONO;Programmato;2
03/02/2022;DAY HOSPITAL;LEGNANO;Programmato;10
03/02/2022;DAY HOSPITAL;MAGENTA;Programmato;6
03/02/2022;BIC;ABBIATEGRASSO;Programmato;10
03/02/2022;BIC;CUGGIONO;Programmato;7
03/02/2022;BIC;LEGNANO;Programmato;5
03/02/2022;MAC;ABBIATEGRASSO;Programmato;2
03/02/2022;MAC;CUGGIONO;Programmato;5
03/02/2022;MAC;LEGNANO;Programmato;17
03/02/2022;MAC;MAGENTA;Programmato;5
04/02/2022;ORDINARIO;ABBIATEGRASSO;Programmato;4
04/02/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;7
04/02/2022;ORDINARIO;CUGGIONO;Programmato;2
04/02/2022;ORDINARIO;CUGGIONO;Da Ps;2
04/02/2022;ORDINARIO;LEGNANO;Programmato;11
04/02/2022;ORDINARIO;LEGNANO;Da Ps;28
04/02/2022;ORDINARIO;MAGENTA;Programmato;13
04/02/2022;ORDINARIO;MAGENTA;Da Ps;17
04/02/2022;DAY HOSPITAL;LEGNANO;Programmato;2
04/02/2022;DAY HOSPITAL;MAGENTA;Programmato;4
04/02/2022;BIC;ABBIATEGRASSO;Programmato;13
04/02/2022;BIC;CUGGIONO;Programmato;8
04/02/2022;BIC;LEGNANO;Programmato;5
04/02/2022;BIC;MAGENTA;Programmato;1
04/02/2022;MAC;CUGGIONO;Programmato;2
04/02/2022;MAC;LEGNANO;Programmato;14
04/02/2022;MAC;MAGENTA;Programmato;3
05/02/2022;ORDINARIO;CUGGIONO;Da Ps;1
05/02/2022;ORDINARIO;LEGNANO;Programmato;7
05/02/2022;ORDINARIO;LEGNANO;Da Ps;20
05/02/2022;ORDINARIO;MAGENTA;Da Ps;14
05/02/2022;ORDINARIO;MAGENTA;Programmato;2
06/02/2022;ORDINARIO;ABBIATEGRASSO;Programmato;1
06/02/2022;ORDINARIO;ABBIATEGRASSO;Da Ps;5
06/02/2022;ORDINARIO;CUGGIONO;Da Ps;1
06/02/2022;ORDINARIO;CUGGIONO;Programmato;1
06/02/2022;ORDINARIO;LEGNANO;Da Ps;13
06/02/2022;ORDINARIO;LEGNANO;Programmato;10
