DATA_ACCETTAZIONE;SEDE;TIPO_PS;NUMERO_ACCESSI
24/03/2021;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
24/03/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;15
24/03/2021;Distretto di Legnano;PEDIATRIA LEGNANO;9
24/03/2021;Distretto Magenta;ORTOPEDIA MAGENTA;17
24/03/2021;Distretto Magenta;OBI GENERALE MAGENTA;6
24/03/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;15
24/03/2021;Distretto Magenta;PEDIATRIA MAGENTA;12
24/03/2021;Distretto Magenta;CHIRURGIA MAGENTA;17
24/03/2021;Distretto Magenta;MEDICINA MAGENTA;33
24/03/2021;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
24/03/2021;Distretto Magenta;MEDICINA COVID MAGENTA;10
25/03/2021;Distretto Cuggiono;SALA CUGGIONO;17
25/03/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;15
25/03/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;6
25/03/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;18
25/03/2021;Distretto di Legnano;MEDICINA LEGNANO;40
25/03/2021;Distretto di Legnano;PEDIATRIA LEGNANO;8
25/03/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;12
25/03/2021;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
25/03/2021;Distretto di Legnano;OCULISTICA;4
25/03/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;19
25/03/2021;Distretto di Legnano;CHIRURGIA LEGNANO;23
25/03/2021;Distretto Magenta;CHIRURGIA MAGENTA;30
25/03/2021;Distretto Magenta;MEDICINA COVID MAGENTA;12
25/03/2021;Distretto Magenta;ORTOPEDIA MAGENTA;26
25/03/2021;Distretto Magenta;OBI GENERALE MAGENTA;12
25/03/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;8
25/03/2021;Distretto Magenta;MEDICINA MAGENTA;37
25/03/2021;Distretto Magenta;PEDIATRIA MAGENTA;14
26/03/2021;Distretto Cuggiono;SALA CUGGIONO;27
26/03/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;6
26/03/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;18
26/03/2021;Distretto di Legnano;PEDIATRIA LEGNANO;6
26/03/2021;Distretto di Legnano;CHIRURGIA LEGNANO;35
26/03/2021;Distretto di Legnano;MEDICINA LEGNANO;37
26/03/2021;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
26/03/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;18
26/03/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;27
26/03/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;11
26/03/2021;Distretto di Legnano;OCULISTICA;2
26/03/2021;Distretto Magenta;MEDICINA MAGENTA;48
26/03/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;11
26/03/2021;Distretto Magenta;GESSI (ORTOPEDIA);1
26/03/2021;Distretto Magenta;CHIRURGIA MAGENTA;26
26/03/2021;Distretto Magenta;MEDICINA COVID MAGENTA;18
26/03/2021;Distretto Magenta;OBI GENERALE MAGENTA;5
26/03/2021;Distretto Magenta;PEDIATRIA MAGENTA;2
26/03/2021;Distretto Magenta;ORTOPEDIA MAGENTA;21
27/03/2021;Distretto Cuggiono;SALA CUGGIONO;14
27/03/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;11
27/03/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;5
27/03/2021;Distretto di Legnano;MEDICINA LEGNANO;43
27/03/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;28
27/03/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;9
27/03/2021;Distretto di Legnano;OCULISTICA;2
27/03/2021;Distretto di Legnano;CHIRURGIA LEGNANO;36
27/03/2021;Distretto di Legnano;PEDIATRIA LEGNANO;3
27/03/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;10
27/03/2021;Distretto Magenta;ORTOPEDIA MAGENTA;15
27/03/2021;Distretto Magenta;GESSI (ORTOPEDIA);3
27/03/2021;Distretto Magenta;MEDICINA MAGENTA;40
27/03/2021;Distretto Magenta;CHIRURGIA MAGENTA;21
27/03/2021;Distretto Magenta;OBI GENERALE MAGENTA;6
27/03/2021;Distretto Magenta;MEDICINA COVID MAGENTA;14
27/03/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;11
27/03/2021;Distretto Magenta;PEDIATRIA MAGENTA;8
28/03/2021;Distretto Cuggiono;SALA CUGGIONO;14
28/03/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;2
28/03/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;5
28/03/2021;Distretto di Legnano;CHIRURGIA LEGNANO;16
28/03/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;12
28/03/2021;Distretto di Legnano;MEDICINA LEGNANO;38
28/03/2021;Distretto di Legnano;OCULISTICA;3
28/03/2021;Distretto di Legnano;PEDIATRIA LEGNANO;11
28/03/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;6
28/03/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;20
28/03/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;13
28/03/2021;Distretto Magenta;MEDICINA COVID MAGENTA;11
28/03/2021;Distretto Magenta;GESSI (ORTOPEDIA);1
28/03/2021;Distretto Magenta;CHIRURGIA MAGENTA;18
28/03/2021;Distretto Magenta;MEDICINA MAGENTA;26
28/03/2021;Distretto Magenta;OBI GENERALE MAGENTA;6
28/03/2021;Distretto Magenta;PEDIATRIA MAGENTA;11
28/03/2021;Distretto Magenta;ORTOPEDIA MAGENTA;22
29/03/2021;Distretto Cuggiono;SALA CUGGIONO;22
29/03/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;18
29/03/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;8
29/03/2021;Distretto di Legnano;OCULISTICA;1
29/03/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;35
29/03/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;18
29/03/2021;Distretto di Legnano;PEDIATRIA LEGNANO;4
29/03/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;16
29/03/2021;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
29/03/2021;Distretto di Legnano;MEDICINA LEGNANO;41
29/03/2021;Distretto di Legnano;CHIRURGIA LEGNANO;26
29/03/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;9
29/03/2021;Distretto Magenta;GESSI (ORTOPEDIA);1
29/03/2021;Distretto Magenta;ORTOPEDIA MAGENTA;21
29/03/2021;Distretto Magenta;CHIRURGIA MAGENTA;45
29/03/2021;Distretto Magenta;OBI GENERALE MAGENTA;8
29/03/2021;Distretto Magenta;PEDIATRIA MAGENTA;5
29/03/2021;Distretto Magenta;MEDICINA COVID MAGENTA;10
29/03/2021;Distretto Magenta;MEDICINA MAGENTA;44
30/03/2021;Distretto Cuggiono;SALA CUGGIONO;27
30/03/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;12
30/03/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;2
30/03/2021;Distretto di Legnano;MEDICINA LEGNANO;49
30/03/2021;Distretto di Legnano;OCULISTICA;8
30/03/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;11
30/03/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;18
30/03/2021;Distretto di Legnano;PEDIATRIA LEGNANO;6
30/03/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;9
30/03/2021;Distretto di Legnano;CHIRURGIA LEGNANO;33
30/03/2021;Distretto Magenta;ORTOPEDIA MAGENTA;22
30/03/2021;Distretto Magenta;MEDICINA COVID MAGENTA;10
30/03/2021;Distretto Magenta;PEDIATRIA MAGENTA;10
30/03/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;13
30/03/2021;Distretto Magenta;OBI GENERALE MAGENTA;7
30/03/2021;Distretto Magenta;CHIRURGIA MAGENTA;28
30/03/2021;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
30/03/2021;Distretto Magenta;MEDICINA MAGENTA;39
31/03/2021;Distretto Cuggiono;SALA CUGGIONO;24
31/03/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;12
31/03/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;11
31/03/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;26
31/03/2021;Distretto di Legnano;MEDICINA LEGNANO;50
31/03/2021;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;4
31/03/2021;Distretto di Legnano;CHIRURGIA LEGNANO;29
31/03/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;5
31/03/2021;Distretto di Legnano;OCULISTICA;5
31/03/2021;Distretto di Legnano;PEDIATRIA LEGNANO;4
31/03/2021;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
31/03/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;12
31/03/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;13
31/03/2021;Distretto Magenta;CHIRURGIA MAGENTA;24
31/03/2021;Distretto Magenta;PEDIATRIA MAGENTA;6
31/03/2021;Distretto Magenta;MEDICINA COVID MAGENTA;18
31/03/2021;Distretto Magenta;MEDICINA MAGENTA;41
31/03/2021;Distretto Magenta;OBI GENERALE MAGENTA;7
31/03/2021;Distretto Magenta;GESSI (ORTOPEDIA);4
31/03/2021;Distretto Magenta;ORTOPEDIA MAGENTA;17
01/04/2021;Distretto Cuggiono;SALA CUGGIONO;16
01/04/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;7
01/04/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;15
01/04/2021;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
01/04/2021;Distretto di Legnano;MEDICINA LEGNANO;40
01/04/2021;Distretto di Legnano;PEDIATRIA LEGNANO;10
01/04/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;29
01/04/2021;Distretto di Legnano;OCULISTICA;4
01/04/2021;Distretto di Legnano;CHIRURGIA LEGNANO;28
01/04/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;11
01/04/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;12
01/04/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;14
01/04/2021;Distretto Magenta;CHIRURGIA MAGENTA;22
01/04/2021;Distretto Magenta;MEDICINA MAGENTA;35
01/04/2021;Distretto Magenta;ORTOPEDIA MAGENTA;20
01/04/2021;Distretto Magenta;PEDIATRIA MAGENTA;15
01/04/2021;Distretto Magenta;OBI GENERALE MAGENTA;6
01/04/2021;Distretto Magenta;OBI PEDIATRICA MAGENTA;3
01/04/2021;Distretto Magenta;MEDICINA COVID MAGENTA;8
02/04/2021;Distretto Cuggiono;SALA CUGGIONO;25
02/04/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;6
02/04/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;16
02/04/2021;Distretto di Legnano;MEDICINA LEGNANO;46
02/04/2021;Distretto di Legnano;CHIRURGIA LEGNANO;25
02/04/2021;Distretto di Legnano;OCULISTICA;4
02/04/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;12
02/04/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;12
02/04/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;33
02/04/2021;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
02/04/2021;Distretto di Legnano;PEDIATRIA LEGNANO;6
02/04/2021;Distretto Magenta;PEDIATRIA MAGENTA;8
02/04/2021;Distretto Magenta;MEDICINA COVID MAGENTA;13
02/04/2021;Distretto Magenta;ORTOPEDIA MAGENTA;25
02/04/2021;Distretto Magenta;MEDICINA MAGENTA;45
02/04/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;10
02/04/2021;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
02/04/2021;Distretto Magenta;CHIRURGIA MAGENTA;14
02/04/2021;Distretto Magenta;OBI GENERALE MAGENTA;6
03/04/2021;Distretto Cuggiono;SALA CUGGIONO;13
03/04/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;4
03/04/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;5
03/04/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;36
03/04/2021;Distretto di Legnano;PEDIATRIA LEGNANO;16
03/04/2021;Distretto di Legnano;OCULISTICA;5
03/04/2021;Distretto di Legnano;CHIRURGIA LEGNANO;32
03/04/2021;Distretto di Legnano;MEDICINA LEGNANO;41
03/04/2021;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
03/04/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;7
03/04/2021;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
03/04/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;9
03/04/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;17
03/04/2021;Distretto Magenta;CHIRURGIA MAGENTA;25
03/04/2021;Distretto Magenta;PEDIATRIA MAGENTA;17
03/04/2021;Distretto Magenta;OBI GENERALE MAGENTA;9
03/04/2021;Distretto Magenta;GESSI (ORTOPEDIA);2
03/04/2021;Distretto Magenta;MEDICINA COVID MAGENTA;12
03/04/2021;Distretto Magenta;MEDICINA MAGENTA;25
03/04/2021;Distretto Magenta;OBI PEDIATRICA MAGENTA;3
03/04/2021;Distretto Magenta;ORTOPEDIA MAGENTA;20
04/04/2021;Distretto Cuggiono;SALA CUGGIONO;9
04/04/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;8
04/04/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;4
04/04/2021;Distretto di Legnano;OCULISTICA;2
04/04/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;10
04/04/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;19
04/04/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;11
04/04/2021;Distretto di Legnano;MEDICINA LEGNANO;37
04/04/2021;Distretto di Legnano;PEDIATRIA LEGNANO;8
04/04/2021;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
04/04/2021;Distretto di Legnano;CHIRURGIA LEGNANO;36
04/04/2021;Distretto Magenta;GESSI (ORTOPEDIA);3
04/04/2021;Distretto Magenta;OBI GENERALE MAGENTA;7
04/04/2021;Distretto Magenta;PEDIATRIA MAGENTA;6
04/04/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;3
04/04/2021;Distretto Magenta;MEDICINA MAGENTA;37
04/04/2021;Distretto Magenta;ORTOPEDIA MAGENTA;13
04/04/2021;Distretto Magenta;MEDICINA COVID MAGENTA;6
04/04/2021;Distretto Magenta;CHIRURGIA MAGENTA;29
05/04/2021;Distretto Cuggiono;SALA CUGGIONO;15
05/04/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;10
05/04/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;15
05/04/2021;Distretto di Legnano;PEDIATRIA LEGNANO;4
05/04/2021;Distretto di Legnano;MEDICINA LEGNANO;36
05/04/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;31
05/04/2021;Distretto di Legnano;OCULISTICA;1
05/04/2021;Distretto di Legnano;CHIRURGIA LEGNANO;27
05/04/2021;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
05/04/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;9
05/04/2021;Distretto Magenta;GESSI (ORTOPEDIA);4
05/04/2021;Distretto Magenta;ORTOPEDIA MAGENTA;30
05/04/2021;Distretto Magenta;MEDICINA MAGENTA;40
05/04/2021;Distretto Magenta;PEDIATRIA MAGENTA;15
05/04/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;8
05/04/2021;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
05/04/2021;Distretto Magenta;OBI GENERALE MAGENTA;8
05/04/2021;Distretto Magenta;CHIRURGIA MAGENTA;32
05/04/2021;Distretto Magenta;MEDICINA COVID MAGENTA;15
06/04/2021;Distretto Cuggiono;SALA CUGGIONO;26
06/04/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;9
06/04/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;27
06/04/2021;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
06/04/2021;Distretto di Legnano;PEDIATRIA LEGNANO;12
06/04/2021;Distretto di Legnano;MEDICINA LEGNANO;55
06/04/2021;Distretto di Legnano;OCULISTICA;2
06/04/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;11
06/04/2021;Distretto di Legnano;CHIRURGIA LEGNANO;33
06/04/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;5
06/04/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;29
06/04/2021;Distretto Magenta;MEDICINA MAGENTA;44
06/04/2021;Distretto Magenta;CHIRURGIA MAGENTA;32
06/04/2021;Distretto Magenta;ORTOPEDIA MAGENTA;34
06/04/2021;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
06/04/2021;Distretto Magenta;PEDIATRIA MAGENTA;12
06/04/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;14
06/04/2021;Distretto Magenta;OBI GENERALE MAGENTA;7
06/04/2021;Distretto Magenta;MEDICINA COVID MAGENTA;13
07/04/2021;Distretto Cuggiono;SALA CUGGIONO;19
07/04/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;6
07/04/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;13
07/04/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;11
07/04/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;28
07/04/2021;Distretto di Legnano;MEDICINA LEGNANO;44
07/04/2021;Distretto di Legnano;PEDIATRIA LEGNANO;8
07/04/2021;Distretto di Legnano;OCULISTICA;2
07/04/2021;Distretto di Legnano;CHIRURGIA LEGNANO;27
07/04/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;10
07/04/2021;Distretto Magenta;GESSI (ORTOPEDIA);1
07/04/2021;Distretto Magenta;CHIRURGIA MAGENTA;26
07/04/2021;Distretto Magenta;MEDICINA COVID MAGENTA;6
07/04/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;13
07/04/2021;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
07/04/2021;Distretto Magenta;PEDIATRIA MAGENTA;11
07/04/2021;Distretto Magenta;OBI GENERALE MAGENTA;6
07/04/2021;Distretto Magenta;ORTOPEDIA MAGENTA;18
07/04/2021;Distretto Magenta;MEDICINA MAGENTA;27
08/04/2021;Distretto Cuggiono;SALA CUGGIONO;17
08/04/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;10
08/04/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;6
08/04/2021;Distretto di Legnano;CHIRURGIA LEGNANO;21
08/04/2021;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;3
08/04/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;29
08/04/2021;Distretto di Legnano;OCULISTICA;6
08/04/2021;Distretto di Legnano;MEDICINA LEGNANO;45
08/04/2021;Distretto di Legnano;PEDIATRIA LEGNANO;4
08/04/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;16
08/04/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;5
08/04/2021;Distretto Magenta;CHIRURGIA MAGENTA;21
08/04/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;4
08/04/2021;Distretto Magenta;OBI GENERALE MAGENTA;7
08/04/2021;Distretto Magenta;PEDIATRIA MAGENTA;8
08/04/2021;Distretto Magenta;MEDICINA COVID MAGENTA;9
08/04/2021;Distretto Magenta;MEDICINA MAGENTA;30
08/04/2021;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
08/04/2021;Distretto Magenta;ORTOPEDIA MAGENTA;28
09/04/2021;Distretto Cuggiono;SALA CUGGIONO;14
09/04/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;14
09/04/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;5
09/04/2021;Distretto di Legnano;MEDICINA LEGNANO;38
09/04/2021;Distretto di Legnano;OCULISTICA;2
09/04/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;13
09/04/2021;Distretto di Legnano;CHIRURGIA LEGNANO;28
09/04/2021;Distretto di Legnano;PEDIATRIA LEGNANO;11
09/04/2021;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
09/04/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;26
09/04/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;10
09/04/2021;Distretto Magenta;GESSI (ORTOPEDIA);2
09/04/2021;Distretto Magenta;CHIRURGIA MAGENTA;26
09/04/2021;Distretto Magenta;MEDICINA MAGENTA;40
09/04/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;13
09/04/2021;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
09/04/2021;Distretto Magenta;MEDICINA COVID MAGENTA;7
09/04/2021;Distretto Magenta;OBI GENERALE MAGENTA;5
09/04/2021;Distretto Magenta;PEDIATRIA MAGENTA;4
09/04/2021;Distretto Magenta;ORTOPEDIA MAGENTA;29
10/04/2021;Distretto Cuggiono;SALA CUGGIONO;10
10/04/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;11
10/04/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;6
10/04/2021;Distretto di Legnano;OCULISTICA;4
10/04/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;12
10/04/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;7
10/04/2021;Distretto di Legnano;PEDIATRIA LEGNANO;18
10/04/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;26
10/04/2021;Distretto di Legnano;CHIRURGIA LEGNANO;35
10/04/2021;Distretto di Legnano;MEDICINA LEGNANO;35
10/04/2021;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
10/04/2021;Distretto Magenta;ORTOPEDIA MAGENTA;14
10/04/2021;Distretto Magenta;GESSI (ORTOPEDIA);1
10/04/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;8
10/04/2021;Distretto Magenta;PEDIATRIA MAGENTA;5
10/04/2021;Distretto Magenta;OBI GENERALE MAGENTA;7
10/04/2021;Distretto Magenta;CHIRURGIA MAGENTA;26
10/04/2021;Distretto Magenta;MEDICINA MAGENTA;35
10/04/2021;Distretto Magenta;MEDICINA COVID MAGENTA;12
11/04/2021;Distretto Cuggiono;SALA CUGGIONO;6
11/04/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;8
11/04/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;4
11/04/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;26
11/04/2021;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
11/04/2021;Distretto di Legnano;OCULISTICA;3
11/04/2021;Distretto di Legnano;CHIRURGIA LEGNANO;25
11/04/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;7
11/04/2021;Distretto di Legnano;PEDIATRIA LEGNANO;7
11/04/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;6
11/04/2021;Distretto di Legnano;MEDICINA LEGNANO;36
11/04/2021;Distretto Magenta;PEDIATRIA MAGENTA;4
11/04/2021;Distretto Magenta;ORTOPEDIA MAGENTA;18
11/04/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;5
11/04/2021;Distretto Magenta;CHIRURGIA MAGENTA;26
11/04/2021;Distretto Magenta;MEDICINA COVID MAGENTA;9
11/04/2021;Distretto Magenta;MEDICINA MAGENTA;31
11/04/2021;Distretto Magenta;OBI GENERALE MAGENTA;6
11/04/2021;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
12/04/2021;Distretto Cuggiono;SALA CUGGIONO;26
12/04/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;6
12/04/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;15
12/04/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;14
12/04/2021;Distretto di Legnano;PEDIATRIA LEGNANO;8
12/04/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;27
12/04/2021;Distretto di Legnano;MEDICINA LEGNANO;48
12/04/2021;Distretto di Legnano;OCULISTICA;4
12/04/2021;Distretto di Legnano;CHIRURGIA LEGNANO;29
12/04/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;12
12/04/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;14
12/04/2021;Distretto Magenta;CHIRURGIA MAGENTA;27
12/04/2021;Distretto Magenta;MEDICINA MAGENTA;44
12/04/2021;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
12/04/2021;Distretto Magenta;PEDIATRIA MAGENTA;9
12/04/2021;Distretto Magenta;ORTOPEDIA MAGENTA;24
12/04/2021;Distretto Magenta;OBI GENERALE MAGENTA;12
12/04/2021;Distretto Magenta;MEDICINA COVID MAGENTA;13
13/04/2021;Distretto Cuggiono;SALA CUGGIONO;18
13/04/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;17
13/04/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;2
13/04/2021;Distretto di Legnano;MEDICINA COVID LEGNANO;10
13/04/2021;Distretto di Legnano;CHIRURGIA LEGNANO;27
13/04/2021;Distretto di Legnano;OCULISTICA;1
13/04/2021;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
13/04/2021;Distretto di Legnano;MEDICINA LEGNANO;36
13/04/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;26
13/04/2021;Distretto di Legnano;PEDIATRIA LEGNANO;10
13/04/2021;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
13/04/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;7
13/04/2021;Distretto Magenta;OBI GENERALE MAGENTA;4
13/04/2021;Distretto Magenta;CHIRURGIA MAGENTA;25
13/04/2021;Distretto Magenta;MEDICINA COVID MAGENTA;10
13/04/2021;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;11
13/04/2021;Distretto Magenta;PEDIATRIA MAGENTA;7
13/04/2021;Distretto Magenta;GESSI (ORTOPEDIA);1
13/04/2021;Distretto Magenta;ORTOPEDIA MAGENTA;18
13/04/2021;Distretto Magenta;MEDICINA MAGENTA;48
14/04/2021;Distretto Cuggiono;SALA CUGGIONO;24
14/04/2021;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;10
14/04/2021;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;13
14/04/2021;Distretto di Legnano;CHIRURGIA LEGNANO;26
14/04/2021;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;10
14/04/2021;Distretto di Legnano;ORTOPEDIA LEGNANO;23
