DATA_ACCETTAZIONE;SEDE;TIPO_PS;NUMERO_ACCESSI
02/01/2023;Distretto Magenta;MEDICINA COVID MAGENTA;5
02/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;37
02/01/2023;Distretto Magenta;GESSI (ORTOPEDIA);4
02/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;20
02/01/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
03/01/2023;Distretto Cuggiono;SALA CUGGIONO;25
03/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;7
03/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;6
03/01/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;3
03/01/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
03/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;29
03/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;21
03/01/2023;Distretto di Legnano;OCULISTICA;8
03/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;37
03/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;13
03/01/2023;Distretto di Legnano;MEDICINA LEGNANO;65
03/01/2023;Distretto Magenta;MEDICINA MAGENTA;51
03/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;16
03/01/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
03/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;29
03/01/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
03/01/2023;Distretto Magenta;MEDICINA COVID MAGENTA;2
03/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;11
03/01/2023;Distretto Magenta;GESSI (ORTOPEDIA);1
03/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;38
03/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;3
04/01/2023;Distretto Cuggiono;SALA CUGGIONO;29
04/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;24
04/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;13
04/01/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;3
04/01/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
04/01/2023;Distretto di Legnano;OCULISTICA;7
04/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;15
04/01/2023;Distretto di Legnano;MEDICINA LEGNANO;60
04/01/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;2
04/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;23
04/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;26
04/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;31
04/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;14
04/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;22
04/01/2023;Distretto Magenta;GESSI (ORTOPEDIA);1
04/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;26
04/01/2023;Distretto Magenta;MEDICINA COVID MAGENTA;3
04/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;3
04/01/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
04/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;37
04/01/2023;Distretto Magenta;MEDICINA MAGENTA;62
05/01/2023;Distretto Cuggiono;SALA CUGGIONO;31
05/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;16
05/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;6
05/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;16
05/01/2023;Distretto di Legnano;MEDICINA LEGNANO;55
05/01/2023;Distretto di Legnano;OCULISTICA;9
05/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;38
05/01/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;1
05/01/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
05/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;19
05/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;32
05/01/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
05/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;17
05/01/2023;Distretto Magenta;MEDICINA COVID MAGENTA;5
05/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;30
05/01/2023;Distretto Magenta;MEDICINA MAGENTA;70
05/01/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;2
05/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;13
05/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;28
05/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;4
06/01/2023;Distretto Cuggiono;SALA CUGGIONO;11
06/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;14
06/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;2
06/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;38
06/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;11
06/01/2023;Distretto di Legnano;MEDICINA LEGNANO;60
06/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;15
06/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;30
06/01/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
06/01/2023;Distretto di Legnano;OCULISTICA;4
06/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;6
06/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;42
06/01/2023;Distretto Magenta;GESSI (ORTOPEDIA);3
06/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;26
06/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;15
06/01/2023;Distretto Magenta;MEDICINA MAGENTA;57
06/01/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
06/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;6
06/01/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
07/01/2023;Distretto Cuggiono;SALA CUGGIONO;24
07/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;4
07/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;15
07/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;31
07/01/2023;Distretto di Legnano;OCULISTICA;7
07/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;44
07/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;28
07/01/2023;Distretto di Legnano;MEDICINA LEGNANO;65
07/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;17
07/01/2023;Distretto Magenta;MEDICINA COVID MAGENTA;2
07/01/2023;Distretto Magenta;MEDICINA MAGENTA;51
07/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;3
07/01/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;2
07/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;32
07/01/2023;Distretto Magenta;GESSI (ORTOPEDIA);4
07/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;28
07/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;22
07/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;11
08/01/2023;Distretto Cuggiono;SALA CUGGIONO;14
08/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;12
08/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;3
08/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;25
08/01/2023;Distretto di Legnano;MEDICINA LEGNANO;55
08/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;24
08/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;10
08/01/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;2
08/01/2023;Distretto di Legnano;OCULISTICA;6
08/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;34
08/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;3
08/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;7
08/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;24
08/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;32
08/01/2023;Distretto Magenta;MEDICINA MAGENTA;51
08/01/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;3
08/01/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
08/01/2023;Distretto Magenta;GESSI (ORTOPEDIA);3
08/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;21
09/01/2023;Distretto Cuggiono;SALA CUGGIONO;33
09/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;9
09/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;12
09/01/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;5
09/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;37
09/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;38
09/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;13
09/01/2023;Distretto di Legnano;OCULISTICA;8
09/01/2023;Distretto di Legnano;MEDICINA LEGNANO;53
09/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;14
09/01/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
09/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;9
09/01/2023;Distretto Magenta;MEDICINA COVID MAGENTA;2
09/01/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
09/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;39
09/01/2023;Distretto Magenta;MEDICINA MAGENTA;70
09/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;38
09/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;25
09/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;13
10/01/2023;Distretto Cuggiono;SALA CUGGIONO;21
10/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;9
10/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;20
10/01/2023;Distretto di Legnano;OCULISTICA;3
10/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;39
10/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;7
10/01/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;4
10/01/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
10/01/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
10/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;16
10/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;31
10/01/2023;Distretto di Legnano;MEDICINA LEGNANO;50
10/01/2023;Distretto di Legnano;OBI GENERALE LEGNANO;1
10/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;6
10/01/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
10/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;29
10/01/2023;Distretto Magenta;MEDICINA MAGENTA;71
10/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;16
10/01/2023;Distretto Magenta;MEDICINA COVID MAGENTA;1
10/01/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
10/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;19
10/01/2023;Distretto Magenta;GESSI (ORTOPEDIA);1
10/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;26
11/01/2023;Distretto Cuggiono;SALA CUGGIONO;36
11/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;18
11/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;6
11/01/2023;Distretto di Legnano;OCULISTICA;1
11/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;40
11/01/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
11/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;10
11/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;20
11/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;38
11/01/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
11/01/2023;Distretto di Legnano;MEDICINA LEGNANO;45
11/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;24
11/01/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
11/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;16
11/01/2023;Distretto Magenta;MEDICINA MAGENTA;47
11/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;19
11/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;4
11/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;18
12/01/2023;Distretto Cuggiono;SALA CUGGIONO;23
12/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;12
12/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;15
12/01/2023;Distretto di Legnano;OCULISTICA;8
12/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;41
12/01/2023;Distretto di Legnano;GESSI (CHIRURGIA PLASTICA);1
12/01/2023;Distretto di Legnano;MEDICINA LEGNANO;57
12/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;15
12/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;12
12/01/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
12/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;33
12/01/2023;Distretto Magenta;MEDICINA MAGENTA;72
12/01/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
12/01/2023;Distretto Magenta;MEDICINA COVID MAGENTA;1
12/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;25
12/01/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
12/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;19
12/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;3
12/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;27
12/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;13
13/01/2023;Distretto Cuggiono;SALA CUGGIONO;29
13/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;8
13/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;29
13/01/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;3
13/01/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
13/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;39
13/01/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
13/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;13
13/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;26
13/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;42
13/01/2023;Distretto di Legnano;MEDICINA LEGNANO;51
13/01/2023;Distretto di Legnano;OCULISTICA;3
13/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;6
13/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;20
13/01/2023;Distretto Magenta;MEDICINA MAGENTA;60
13/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;29
13/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;30
13/01/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
13/01/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;2
13/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;19
14/01/2023;Distretto Cuggiono;SALA CUGGIONO;19
14/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;16
14/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;6
14/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;32
14/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;15
14/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;37
14/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;32
14/01/2023;Distretto di Legnano;MEDICINA LEGNANO;41
14/01/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;1
14/01/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
14/01/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
14/01/2023;Distretto di Legnano;OCULISTICA;4
14/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;26
14/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;2
14/01/2023;Distretto Magenta;MEDICINA COVID MAGENTA;2
14/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;23
14/01/2023;Distretto Magenta;MEDICINA MAGENTA;54
14/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;9
14/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;22
15/01/2023;Distretto Cuggiono;SALA CUGGIONO;21
15/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;2
15/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;17
15/01/2023;Distretto di Legnano;MEDICINA LEGNANO;57
15/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;29
15/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;40
15/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;40
15/01/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;1
15/01/2023;Distretto di Legnano;OCULISTICA;3
15/01/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
15/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;13
15/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;24
15/01/2023;Distretto Magenta;MEDICINA MAGENTA;51
15/01/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;2
15/01/2023;Distretto Magenta;GESSI (ORTOPEDIA);3
15/01/2023;Distretto Magenta;MEDICINA COVID MAGENTA;2
15/01/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;3
15/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;35
15/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;9
15/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;29
15/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;6
16/01/2023;Distretto Cuggiono;SALA CUGGIONO;35
16/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;8
16/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;13
16/01/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;3
16/01/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;1
16/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;13
16/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;31
16/01/2023;Distretto di Legnano;MEDICINA LEGNANO;61
16/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;39
16/01/2023;Distretto di Legnano;OCULISTICA;4
16/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;17
16/01/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;3
16/01/2023;Distretto Magenta;MEDICINA MAGENTA;59
16/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;17
16/01/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
16/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;3
16/01/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
16/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;33
16/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;27
16/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;33
16/01/2023;Distretto Magenta;MEDICINA COVID MAGENTA;1
17/01/2023;Distretto Cuggiono;SALA CUGGIONO;25
17/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;7
17/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;12
17/01/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
17/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;10
17/01/2023;Distretto di Legnano;OCULISTICA;7
17/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;29
17/01/2023;Distretto di Legnano;MEDICINA LEGNANO;51
17/01/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
17/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;23
17/01/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;1
17/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;41
17/01/2023;Distretto Magenta;MEDICINA MAGENTA;54
17/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;4
17/01/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;4
17/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;28
17/01/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;2
17/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;12
17/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;21
17/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;36
18/01/2023;Distretto Cuggiono;SALA CUGGIONO;30
18/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;23
18/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;14
18/01/2023;Distretto di Legnano;OCULISTICA;4
18/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;14
18/01/2023;Distretto di Legnano;MEDICINA LEGNANO;55
18/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;28
18/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;25
18/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;34
18/01/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
18/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;6
18/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;27
18/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;35
18/01/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
18/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;34
18/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;4
18/01/2023;Distretto Magenta;GESSI (ORTOPEDIA);1
18/01/2023;Distretto Magenta;MEDICINA MAGENTA;51
18/01/2023;Distretto Magenta;MEDICINA COVID MAGENTA;2
19/01/2023;Distretto Cuggiono;SALA CUGGIONO;21
19/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;8
19/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;10
19/01/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;3
19/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;36
19/01/2023;Distretto di Legnano;OCULISTICA;4
19/01/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;3
19/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;9
19/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;18
19/01/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
19/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;35
19/01/2023;Distretto di Legnano;MEDICINA LEGNANO;43
19/01/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
19/01/2023;Distretto Magenta;ORTOPEDIA MAGENTA;23
19/01/2023;Distretto Magenta;CHIRURGIA MAGENTA;35
19/01/2023;Distretto Magenta;MEDICINA MAGENTA;49
19/01/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;13
19/01/2023;Distretto Magenta;OBI GENERALE MAGENTA;3
19/01/2023;Distretto Magenta;PEDIATRIA MAGENTA;16
19/01/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
19/01/2023;Distretto Magenta;MEDICINA COVID MAGENTA;1
20/01/2023;Distretto Cuggiono;SALA CUGGIONO;33
20/01/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;7
20/01/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;26
20/01/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;1
20/01/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;13
20/01/2023;Distretto di Legnano;PEDIATRIA LEGNANO;22
20/01/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;6
20/01/2023;Distretto di Legnano;MEDICINA LEGNANO;57
20/01/2023;Distretto di Legnano;OCULISTICA;7
20/01/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;42
20/01/2023;Distretto di Legnano;CHIRURGIA LEGNANO;34
20/01/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
