DATA_ACCETTAZIONE;SEDE;TIPO_PS;NUMERO_ACCESSI
14/04/2023;Distretto Magenta;MEDICINA MAGENTA;68
14/04/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
14/04/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
14/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;5
15/04/2023;Distretto Cuggiono;SALA CUGGIONO;22
15/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;21
15/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;9
15/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;28
15/04/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;3
15/04/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;4
15/04/2023;Distretto di Legnano;MEDICINA LEGNANO;62
15/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;36
15/04/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;4
15/04/2023;Distretto di Legnano;OCULISTICA;3
15/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;47
15/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;7
15/04/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;3
15/04/2023;Distretto Magenta;MEDICINA COVID MAGENTA;1
15/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;26
15/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;32
15/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;4
15/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;27
15/04/2023;Distretto Magenta;MEDICINA MAGENTA;53
15/04/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
15/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;3
16/04/2023;Distretto Cuggiono;SALA CUGGIONO;17
16/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;14
16/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;9
16/04/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;4
16/04/2023;Distretto di Legnano;OCULISTICA;2
16/04/2023;Distretto di Legnano;MEDICINA LEGNANO;48
16/04/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;1
16/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;38
16/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;11
16/04/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
16/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;36
16/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;53
16/04/2023;Distretto Magenta;MEDICINA COVID MAGENTA;2
16/04/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
16/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;9
16/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;45
16/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;6
16/04/2023;Distretto Magenta;MEDICINA MAGENTA;53
16/04/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
16/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;31
16/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;40
17/04/2023;Distretto Cuggiono;SALA CUGGIONO;42
17/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;16
17/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;24
17/04/2023;Distretto di Legnano;OCULISTICA;6
17/04/2023;Distretto di Legnano;MEDICINA LEGNANO;65
17/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;61
17/04/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
17/04/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;4
17/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;35
17/04/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;2
17/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;13
17/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;28
17/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;31
17/04/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
17/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;37
17/04/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
17/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;6
17/04/2023;Distretto Magenta;MEDICINA COVID MAGENTA;1
17/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;12
17/04/2023;Distretto Magenta;MEDICINA MAGENTA;63
17/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;46
18/04/2023;Distretto Cuggiono;SALA CUGGIONO;22
18/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;15
18/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;7
18/04/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
18/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;32
18/04/2023;Distretto di Legnano;MEDICINA LEGNANO;69
18/04/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
18/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;17
18/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;22
18/04/2023;Distretto di Legnano;OCULISTICA;9
18/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;48
18/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;39
18/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;27
18/04/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
18/04/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
18/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;30
18/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;10
18/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;5
18/04/2023;Distretto Magenta;MEDICINA MAGENTA;47
19/04/2023;Distretto Cuggiono;SALA CUGGIONO;41
19/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;17
19/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;10
19/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;37
19/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;46
19/04/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;5
19/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;9
19/04/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
19/04/2023;Distretto di Legnano;MEDICINA LEGNANO;58
19/04/2023;Distretto di Legnano;OCULISTICA;8
19/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;24
19/04/2023;Distretto Magenta;MEDICINA MAGENTA;61
19/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;11
19/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;30
19/04/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
19/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;22
19/04/2023;Distretto Magenta;MEDICINA COVID MAGENTA;2
19/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;36
19/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;5
20/04/2023;Distretto Cuggiono;SALA CUGGIONO;33
20/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;12
20/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;5
20/04/2023;Distretto di Abbiategrasso;OBI GENERALE ABBIATEGRASSO;2
20/04/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;3
20/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;15
20/04/2023;Distretto di Legnano;OCULISTICA;6
20/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;12
20/04/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
20/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;23
20/04/2023;Distretto di Legnano;MEDICINA LEGNANO;62
20/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;39
20/04/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
20/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;35
20/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;7
20/04/2023;Distretto Magenta;MEDICINA MAGENTA;58
20/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;19
20/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;27
20/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;37
20/04/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
21/04/2023;Distretto Cuggiono;SALA CUGGIONO;31
21/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;19
21/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;9
21/04/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
21/04/2023;Distretto di Legnano;OCULISTICA;9
21/04/2023;Distretto di Legnano;OBI GENERALE LEGNANO;1
21/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;48
21/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;15
21/04/2023;Distretto di Legnano;MEDICINA LEGNANO;60
21/04/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
21/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;46
21/04/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;1
21/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;20
21/04/2023;Distretto Magenta;GESSI (ORTOPEDIA);1
21/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;8
21/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;3
21/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;30
21/04/2023;Distretto Magenta;MEDICINA COVID MAGENTA;3
21/04/2023;Distretto Magenta;MEDICINA MAGENTA;55
21/04/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
21/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;20
21/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;28
21/04/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;3
22/04/2023;Distretto Cuggiono;SALA CUGGIONO;22
22/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;12
22/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;14
22/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;46
22/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;30
22/04/2023;Distretto di Legnano;OCULISTICA;3
22/04/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
22/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;31
22/04/2023;Distretto di Legnano;MEDICINA LEGNANO;47
22/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;15
22/04/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;1
22/04/2023;Distretto Magenta;MEDICINA COVID MAGENTA;1
22/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;32
22/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;8
22/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;38
22/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;41
22/04/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
22/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;11
22/04/2023;Distretto Magenta;MEDICINA MAGENTA;50
22/04/2023;Distretto Magenta;GESSI (ORTOPEDIA);1
23/04/2023;Distretto Cuggiono;SALA CUGGIONO;14
23/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;5
23/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;9
23/04/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;2
23/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;14
23/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;42
23/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;42
23/04/2023;Distretto di Legnano;OCULISTICA;10
23/04/2023;Distretto di Legnano;MEDICINA LEGNANO;53
23/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;35
23/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;29
23/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;31
23/04/2023;Distretto Magenta;MEDICINA COVID MAGENTA;1
23/04/2023;Distretto Magenta;GESSI (ORTOPEDIA);2
23/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;42
23/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;10
23/04/2023;Distretto Magenta;MEDICINA MAGENTA;54
23/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;3
24/04/2023;Distretto Cuggiono;SALA CUGGIONO;34
24/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;15
24/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;18
24/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;15
24/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;59
24/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;26
24/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;47
24/04/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;3
24/04/2023;Distretto di Legnano;MEDICINA LEGNANO;71
24/04/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;4
24/04/2023;Distretto di Legnano;OCULISTICA;6
24/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;34
24/04/2023;Distretto Magenta;GESSI (ORTOPEDIA);3
24/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;47
24/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;7
24/04/2023;Distretto Magenta;MEDICINA MAGENTA;64
24/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;21
24/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;42
25/04/2023;Distretto Cuggiono;SALA CUGGIONO;16
25/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;12
25/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;5
25/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;33
25/04/2023;Distretto di Legnano;OCULISTICA;5
25/04/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;3
25/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;26
25/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;43
25/04/2023;Distretto di Legnano;MEDICINA LEGNANO;48
25/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;10
25/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;35
25/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;29
25/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;12
25/04/2023;Distretto Magenta;MEDICINA COVID MAGENTA;2
25/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;43
25/04/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;4
25/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;2
25/04/2023;Distretto Magenta;MEDICINA MAGENTA;59
25/04/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
26/04/2023;Distretto Cuggiono;SALA CUGGIONO;32
26/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;7
26/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;24
26/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;13
26/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;39
26/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;38
26/04/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
26/04/2023;Distretto di Legnano;OCULISTICA;6
26/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;36
26/04/2023;Distretto di Legnano;MEDICINA LEGNANO;63
26/04/2023;Distretto Magenta;MEDICINA MAGENTA;53
26/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;10
26/04/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;3
26/04/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;2
26/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;26
26/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;33
26/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;34
26/04/2023;Distretto Magenta;MEDICINA COVID MAGENTA;3
26/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;16
27/04/2023;Distretto Cuggiono;SALA CUGGIONO;31
27/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;25
27/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;12
27/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;23
27/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;15
27/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;51
27/04/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;3
27/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;38
27/04/2023;Distretto di Legnano;OCULISTICA;6
27/04/2023;Distretto di Legnano;MEDICINA LEGNANO;64
27/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;2
27/04/2023;Distretto Magenta;MEDICINA COVID MAGENTA;2
27/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;37
27/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;28
27/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;5
27/04/2023;Distretto Magenta;GESSI (ORTOPEDIA);1
27/04/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
27/04/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
27/04/2023;Distretto Magenta;MEDICINA MAGENTA;57
27/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;34
28/04/2023;Distretto Cuggiono;SALA CUGGIONO;38
28/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;12
28/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;18
28/04/2023;Distretto di Legnano;MEDICINA LEGNANO;77
28/04/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
28/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;14
28/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;16
28/04/2023;Distretto di Legnano;OCULISTICA;11
28/04/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;1
28/04/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;3
28/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;47
28/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;38
28/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;8
28/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;29
28/04/2023;Distretto Magenta;MEDICINA MAGENTA;53
28/04/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;2
28/04/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
28/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;14
28/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;32
28/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;37
29/04/2023;Distretto Cuggiono;SALA CUGGIONO;17
29/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;14
29/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;7
29/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;32
29/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;45
29/04/2023;Distretto di Legnano;OCULISTICA;6
29/04/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;1
29/04/2023;Distretto di Legnano;MEDICINA LEGNANO;59
29/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;39
29/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;9
29/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;11
29/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;35
29/04/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
29/04/2023;Distretto Magenta;MEDICINA COVID MAGENTA;2
29/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;7
29/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;32
29/04/2023;Distretto Magenta;MEDICINA MAGENTA;53
29/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;36
30/04/2023;Distretto Cuggiono;SALA CUGGIONO;21
30/04/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;18
30/04/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;2
30/04/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;29
30/04/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;11
30/04/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;2
30/04/2023;Distretto di Legnano;OCULISTICA;2
30/04/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
30/04/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
30/04/2023;Distretto di Legnano;PEDIATRIA LEGNANO;32
30/04/2023;Distretto di Legnano;CHIRURGIA LEGNANO;35
30/04/2023;Distretto di Legnano;MEDICINA LEGNANO;69
30/04/2023;Distretto Magenta;ORTOPEDIA MAGENTA;18
30/04/2023;Distretto Magenta;OBI GENERALE MAGENTA;7
30/04/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;7
30/04/2023;Distretto Magenta;MEDICINA MAGENTA;66
30/04/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;3
30/04/2023;Distretto Magenta;PEDIATRIA MAGENTA;53
30/04/2023;Distretto Magenta;CHIRURGIA MAGENTA;28
30/04/2023;Distretto Magenta;MEDICINA COVID MAGENTA;1
30/04/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
01/05/2023;Distretto Cuggiono;SALA CUGGIONO;23
01/05/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;18
01/05/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;3
01/05/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
01/05/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;38
01/05/2023;Distretto di Legnano;PEDIATRIA LEGNANO;43
01/05/2023;Distretto di Legnano;CHIRURGIA LEGNANO;34
01/05/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;10
01/05/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;1
01/05/2023;Distretto di Legnano;OCULISTICA;6
01/05/2023;Distretto di Legnano;MEDICINA LEGNANO;60
01/05/2023;Distretto Magenta;ORTOPEDIA MAGENTA;21
01/05/2023;Distretto Magenta;OBI GENERALE MAGENTA;3
01/05/2023;Distretto Magenta;MEDICINA MAGENTA;63
01/05/2023;Distretto Magenta;PEDIATRIA MAGENTA;41
01/05/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;13
01/05/2023;Distretto Magenta;GESSI (ORTOPEDIA);1
01/05/2023;Distretto Magenta;MEDICINA COVID MAGENTA;2
01/05/2023;Distretto Magenta;CHIRURGIA MAGENTA;31
01/05/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
02/05/2023;Distretto Cuggiono;SALA CUGGIONO;42
02/05/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;12
02/05/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;16
02/05/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
02/05/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
02/05/2023;Distretto di Legnano;OCULISTICA;5
02/05/2023;Distretto di Legnano;MEDICINA LEGNANO;66
02/05/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;18
02/05/2023;Distretto di Legnano;PEDIATRIA LEGNANO;19
02/05/2023;Distretto di Legnano;CHIRURGIA LEGNANO;38
02/05/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;46
02/05/2023;Distretto Magenta;MEDICINA MAGENTA;70
02/05/2023;Distretto Magenta;CHIRURGIA MAGENTA;41
02/05/2023;Distretto Magenta;PEDIATRIA MAGENTA;33
02/05/2023;Distretto Magenta;GESSI (ORTOPEDIA);1
02/05/2023;Distretto Magenta;OBI GENERALE MAGENTA;2
02/05/2023;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
02/05/2023;Distretto Magenta;MEDICINA COVID MAGENTA;2
02/05/2023;Distretto Magenta;ORTOPEDIA MAGENTA;37
02/05/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
02/05/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;9
03/05/2023;Distretto Cuggiono;SALA CUGGIONO;26
03/05/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;5
03/05/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;25
03/05/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;65
03/05/2023;Distretto di Legnano;CHIRURGIA LEGNANO;40
03/05/2023;Distretto di Legnano;MEDICINA LEGNANO;52
03/05/2023;Distretto di Legnano;OCULISTICA;7
03/05/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;15
03/05/2023;Distretto di Legnano;PEDIATRIA LEGNANO;18
03/05/2023;Distretto Magenta;OBI GENERALE MAGENTA;5
03/05/2023;Distretto Magenta;PEDIATRIA MAGENTA;30
03/05/2023;Distretto Magenta;GESSI (ORTOPEDIA);2
03/05/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
03/05/2023;Distretto Magenta;MEDICINA MAGENTA;55
03/05/2023;Distretto Magenta;ORTOPEDIA MAGENTA;28
03/05/2023;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;15
03/05/2023;Distretto Magenta;CHIRURGIA MAGENTA;43
04/05/2023;Distretto Cuggiono;SALA CUGGIONO;36
04/05/2023;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;18
04/05/2023;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;12
04/05/2023;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;15
04/05/2023;Distretto di Legnano;ORTOPEDIA LEGNANO;50
04/05/2023;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
04/05/2023;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
04/05/2023;Distretto di Legnano;MEDICINA LEGNANO;67
04/05/2023;Distretto di Legnano;MEDICINA COVID LEGNANO;1
04/05/2023;Distretto di Legnano;OCULISTICA;5
04/05/2023;Distretto di Legnano;CHIRURGIA LEGNANO;39
04/05/2023;Distretto di Legnano;PEDIATRIA LEGNANO;19
04/05/2023;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
