DATA_ACCETTAZIONE;SEDE;TIPO_PS;NUMERO_ACCESSI
30/03/2022;Distretto Magenta;CHIRURGIA MAGENTA;40
30/03/2022;Distretto Magenta;GESSI (ORTOPEDIA);2
30/03/2022;Distretto Magenta;ORTOPEDIA MAGENTA;38
30/03/2022;Distretto Magenta;PEDIATRIA MAGENTA;36
30/03/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;2
30/03/2022;Distretto Magenta;MEDICINA COVID MAGENTA;1
30/03/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;14
30/03/2022;Distretto Magenta;MEDICINA MAGENTA;54
30/03/2022;Distretto Magenta;OBI GENERALE MAGENTA;5
31/03/2022;Distretto Cuggiono;SALA CUGGIONO;21
31/03/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;13
31/03/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;13
31/03/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
31/03/2022;Distretto di Legnano;MEDICINA LEGNANO;52
31/03/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;5
31/03/2022;Distretto di Legnano;PEDIATRIA LEGNANO;28
31/03/2022;Distretto di Legnano;OCULISTICA;4
31/03/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;11
31/03/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;31
31/03/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;9
31/03/2022;Distretto di Legnano;CHIRURGIA LEGNANO;32
31/03/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
31/03/2022;Distretto Magenta;ORTOPEDIA MAGENTA;29
31/03/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;11
31/03/2022;Distretto Magenta;PEDIATRIA MAGENTA;24
31/03/2022;Distretto Magenta;MEDICINA MAGENTA;52
31/03/2022;Distretto Magenta;CHIRURGIA MAGENTA;44
31/03/2022;Distretto Magenta;MEDICINA COVID MAGENTA;2
31/03/2022;Distretto Magenta;OBI GENERALE MAGENTA;4
31/03/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;3
01/04/2022;Distretto Cuggiono;SALA CUGGIONO;31
01/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;15
01/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;12
01/04/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
01/04/2022;Distretto di Legnano;MEDICINA LEGNANO;54
01/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;9
01/04/2022;Distretto di Legnano;OCULISTICA;5
01/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;10
01/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;31
01/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;43
01/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;43
01/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;8
01/04/2022;Distretto Magenta;MEDICINA COVID MAGENTA;4
01/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;32
01/04/2022;Distretto Magenta;MEDICINA MAGENTA;60
01/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;38
01/04/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;3
01/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;12
01/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;37
01/04/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;7
01/04/2022;Distretto Magenta;GESSI (ORTOPEDIA);1
02/04/2022;Distretto Cuggiono;SALA CUGGIONO;23
02/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;6
02/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;14
02/04/2022;Distretto di Legnano;OCULISTICA;6
02/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;7
02/04/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
02/04/2022;Distretto di Legnano;MEDICINA LEGNANO;37
02/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;39
02/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;38
02/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;42
02/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;11
02/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;4
02/04/2022;Distretto Magenta;MEDICINA MAGENTA;51
02/04/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;5
02/04/2022;Distretto Magenta;GESSI (ORTOPEDIA);5
02/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;34
02/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;12
02/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;38
02/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;35
02/04/2022;Distretto Magenta;MEDICINA COVID MAGENTA;2
03/04/2022;Distretto Cuggiono;SALA CUGGIONO;15
03/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;1
03/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;4
03/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;11
03/04/2022;Distretto di Legnano;OCULISTICA;8
03/04/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
03/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;36
03/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;7
03/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;41
03/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;35
03/04/2022;Distretto di Legnano;MEDICINA LEGNANO;58
03/04/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;4
03/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;7
03/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;36
03/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;14
03/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;32
03/04/2022;Distretto Magenta;MEDICINA COVID MAGENTA;1
03/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;41
03/04/2022;Distretto Magenta;MEDICINA MAGENTA;55
03/04/2022;Distretto Magenta;GESSI (ORTOPEDIA);1
03/04/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
04/04/2022;Distretto Cuggiono;SALA CUGGIONO;36
04/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;9
04/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;16
04/04/2022;Distretto di Legnano;OCULISTICA;13
04/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;33
04/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;48
04/04/2022;Distretto di Legnano;MEDICINA LEGNANO;60
04/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;14
04/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;8
04/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;29
04/04/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
04/04/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;3
04/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;36
04/04/2022;Distretto Magenta;MEDICINA MAGENTA;60
04/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;10
04/04/2022;Distretto Magenta;MEDICINA COVID MAGENTA;4
04/04/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
04/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;44
04/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;30
04/04/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;4
04/04/2022;Distretto Magenta;GESSI (ORTOPEDIA);1
04/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;4
05/04/2022;Distretto Cuggiono;SALA CUGGIONO;26
05/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;19
05/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;9
05/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;5
05/04/2022;Distretto di Legnano;MEDICINA LEGNANO;51
05/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;40
05/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;23
05/04/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
05/04/2022;Distretto di Legnano;OCULISTICA;3
05/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;7
05/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;51
05/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;30
05/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;6
05/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;16
05/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;13
05/04/2022;Distretto Magenta;MEDICINA COVID MAGENTA;2
05/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;37
05/04/2022;Distretto Magenta;MEDICINA MAGENTA;60
06/04/2022;Distretto Cuggiono;SALA CUGGIONO;28
06/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;6
06/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;14
06/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;34
06/04/2022;Distretto di Legnano;MEDICINA LEGNANO;62
06/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;40
06/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;42
06/04/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
06/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;2
06/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;12
06/04/2022;Distretto di Legnano;OCULISTICA;8
06/04/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
06/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;18
06/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;6
06/04/2022;Distretto Magenta;GESSI (ORTOPEDIA);1
06/04/2022;Distretto Magenta;MEDICINA MAGENTA;69
06/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;30
06/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;34
06/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;10
06/04/2022;Distretto Magenta;MEDICINA COVID MAGENTA;2
07/04/2022;Distretto Cuggiono;SALA CUGGIONO;31
07/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;5
07/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;13
07/04/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
07/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;4
07/04/2022;Distretto di Legnano;MEDICINA LEGNANO;64
07/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;17
07/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;39
07/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;52
07/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;9
07/04/2022;Distretto di Legnano;OCULISTICA;6
07/04/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
07/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;30
07/04/2022;Distretto Magenta;GESSI (ORTOPEDIA);1
07/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;5
07/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;11
07/04/2022;Distretto Magenta;MEDICINA MAGENTA;61
07/04/2022;Distretto Magenta;MEDICINA COVID MAGENTA;2
07/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;42
07/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;26
07/04/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;4
08/04/2022;Distretto Cuggiono;SALA CUGGIONO;33
08/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;13
08/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;15
08/04/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
08/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;43
08/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;40
08/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;4
08/04/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
08/04/2022;Distretto di Legnano;MEDICINA LEGNANO;55
08/04/2022;Distretto di Legnano;OCULISTICA;1
08/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;30
08/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;11
08/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;12
08/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;5
08/04/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
08/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;34
08/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;37
08/04/2022;Distretto Magenta;MEDICINA COVID MAGENTA;2
08/04/2022;Distretto Magenta;GESSI (ORTOPEDIA);3
08/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;37
08/04/2022;Distretto Magenta;MEDICINA MAGENTA;55
09/04/2022;Distretto Cuggiono;SALA CUGGIONO;21
09/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;6
09/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;9
09/04/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;3
09/04/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
09/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;12
09/04/2022;Distretto di Legnano;MEDICINA LEGNANO;63
09/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;43
09/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;3
09/04/2022;Distretto di Legnano;OCULISTICA;5
09/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;37
09/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;24
09/04/2022;Distretto Magenta;MEDICINA MAGENTA;51
09/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;31
09/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;26
09/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;10
09/04/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
09/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;3
09/04/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
09/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;33
10/04/2022;Distretto Cuggiono;SALA CUGGIONO;16
10/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;5
10/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;6
10/04/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
10/04/2022;Distretto di Legnano;MEDICINA LEGNANO;50
10/04/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;3
10/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;46
10/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;38
10/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;51
10/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;11
10/04/2022;Distretto di Legnano;OCULISTICA;4
10/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;3
10/04/2022;Distretto Magenta;MEDICINA MAGENTA;47
10/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;27
10/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;4
10/04/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;3
10/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;34
10/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;33
10/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;12
11/04/2022;Distretto Cuggiono;SALA CUGGIONO;35
11/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;28
11/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;5
11/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;44
11/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;13
11/04/2022;Distretto di Legnano;OCULISTICA;6
11/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;39
11/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;7
11/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;24
11/04/2022;Distretto di Legnano;MEDICINA LEGNANO;64
11/04/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
11/04/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
11/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;44
11/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;10
11/04/2022;Distretto Magenta;GESSI (ORTOPEDIA);2
11/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;34
11/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;32
11/04/2022;Distretto Magenta;MEDICINA MAGENTA;70
11/04/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
11/04/2022;Distretto Magenta;MEDICINA COVID MAGENTA;3
11/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;7
12/04/2022;Distretto Cuggiono;SALA CUGGIONO;32
12/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;23
12/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;4
12/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;33
12/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;22
12/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;7
12/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;4
12/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;41
12/04/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
12/04/2022;Distretto di Legnano;MEDICINA LEGNANO;61
12/04/2022;Distretto di Legnano;OCULISTICA;3
12/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;28
12/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;7
12/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;9
12/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;27
12/04/2022;Distretto Magenta;MEDICINA MAGENTA;57
12/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;37
12/04/2022;Distretto Magenta;MEDICINA COVID MAGENTA;3
13/04/2022;Distretto Cuggiono;SALA CUGGIONO;31
13/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;3
13/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;14
13/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;30
13/04/2022;Distretto di Legnano;OCULISTICA;4
13/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;7
13/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;13
13/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;35
13/04/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;3
13/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;58
13/04/2022;Distretto di Legnano;MEDICINA LEGNANO;50
13/04/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;5
13/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;19
13/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;11
13/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;5
13/04/2022;Distretto Magenta;GESSI (ORTOPEDIA);2
13/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;19
13/04/2022;Distretto Magenta;MEDICINA COVID MAGENTA;5
13/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;41
13/04/2022;Distretto Magenta;MEDICINA MAGENTA;58
14/04/2022;Distretto Cuggiono;SALA CUGGIONO;28
14/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;15
14/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;11
14/04/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
14/04/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
14/04/2022;Distretto di Legnano;OCULISTICA;5
14/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;14
14/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;23
14/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;4
14/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;32
14/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;47
14/04/2022;Distretto di Legnano;MEDICINA LEGNANO;53
14/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;8
14/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;39
14/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;35
14/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;12
14/04/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
14/04/2022;Distretto Magenta;MEDICINA MAGENTA;42
14/04/2022;Distretto Magenta;MEDICINA COVID MAGENTA;4
14/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;6
15/04/2022;Distretto Cuggiono;SALA CUGGIONO;25
15/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;8
15/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;14
15/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;43
15/04/2022;Distretto di Legnano;OCULISTICA;7
15/04/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
15/04/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
15/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;51
15/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;24
15/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;6
15/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;13
15/04/2022;Distretto di Legnano;MEDICINA LEGNANO;59
15/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;31
15/04/2022;Distretto Magenta;MEDICINA MAGENTA;55
15/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;39
15/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;7
15/04/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
15/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;17
15/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;24
16/04/2022;Distretto Cuggiono;SALA CUGGIONO;22
16/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;5
16/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;13
16/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;12
16/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;5
16/04/2022;Distretto di Legnano;OCULISTICA;3
16/04/2022;Distretto di Legnano;MEDICINA LEGNANO;52
16/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;39
16/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;42
16/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;31
16/04/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
16/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;28
16/04/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
16/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;52
16/04/2022;Distretto Magenta;GESSI (ORTOPEDIA);2
16/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;4
16/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;41
16/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;9
16/04/2022;Distretto Magenta;MEDICINA MAGENTA;38
16/04/2022;Distretto Magenta;MEDICINA COVID MAGENTA;6
17/04/2022;Distretto Cuggiono;SALA CUGGIONO;18
17/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;2
17/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;8
17/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;5
17/04/2022;Distretto di Legnano;MEDICINA LEGNANO;44
17/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;43
17/04/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
17/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;36
17/04/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;4
17/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;35
17/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;4
17/04/2022;Distretto di Legnano;OCULISTICA;1
17/04/2022;Distretto Magenta;GESSI (ORTOPEDIA);6
17/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;7
17/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;8
17/04/2022;Distretto Magenta;MEDICINA MAGENTA;46
17/04/2022;Distretto Magenta;MEDICINA COVID MAGENTA;3
17/04/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
17/04/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
17/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;20
17/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;36
17/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;35
18/04/2022;Distretto Cuggiono;SALA CUGGIONO;17
18/04/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;3
18/04/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;11
18/04/2022;Distretto di Legnano;CHIRURGIA LEGNANO;36
18/04/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;6
18/04/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;10
18/04/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;48
18/04/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
18/04/2022;Distretto di Legnano;PEDIATRIA LEGNANO;36
18/04/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
18/04/2022;Distretto di Legnano;MEDICINA LEGNANO;49
18/04/2022;Distretto di Legnano;OCULISTICA;5
18/04/2022;Distretto Magenta;ORTOPEDIA MAGENTA;30
18/04/2022;Distretto Magenta;OBI GENERALE MAGENTA;6
18/04/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;7
18/04/2022;Distretto Magenta;PEDIATRIA MAGENTA;32
18/04/2022;Distretto Magenta;GESSI (ORTOPEDIA);3
18/04/2022;Distretto Magenta;MEDICINA MAGENTA;55
18/04/2022;Distretto Magenta;CHIRURGIA MAGENTA;31
18/04/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
19/04/2022;Distretto Cuggiono;SALA CUGGIONO;42
