DATA_ACCETTAZIONE;SEDE;TIPO_PS;NUMERO_ACCESSI
11/01/2022;Distretto di Legnano;CHIRURGIA LEGNANO;20
11/01/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;13
11/01/2022;Distretto di Legnano;MEDICINA LEGNANO;41
11/01/2022;Distretto Magenta;MEDICINA COVID MAGENTA;16
11/01/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;13
11/01/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
11/01/2022;Distretto Magenta;PEDIATRIA MAGENTA;14
11/01/2022;Distretto Magenta;ORTOPEDIA MAGENTA;13
11/01/2022;Distretto Magenta;OBI GENERALE MAGENTA;4
11/01/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
11/01/2022;Distretto Magenta;CHIRURGIA MAGENTA;23
11/01/2022;Distretto Magenta;MEDICINA MAGENTA;46
12/01/2022;Distretto Cuggiono;SALA CUGGIONO;19
12/01/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;1
12/01/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;14
12/01/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;10
12/01/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;29
12/01/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;22
12/01/2022;Distretto di Legnano;OCULISTICA;3
12/01/2022;Distretto di Legnano;CHIRURGIA LEGNANO;25
12/01/2022;Distretto di Legnano;PEDIATRIA LEGNANO;20
12/01/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
12/01/2022;Distretto di Legnano;MEDICINA LEGNANO;37
12/01/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
12/01/2022;Distretto Magenta;MEDICINA MAGENTA;40
12/01/2022;Distretto Magenta;CHIRURGIA MAGENTA;29
12/01/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;3
12/01/2022;Distretto Magenta;ORTOPEDIA MAGENTA;15
12/01/2022;Distretto Magenta;PEDIATRIA MAGENTA;19
12/01/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;9
12/01/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;1
12/01/2022;Distretto Magenta;OBI GENERALE MAGENTA;6
12/01/2022;Distretto Magenta;MEDICINA COVID MAGENTA;9
13/01/2022;Distretto Cuggiono;SALA CUGGIONO;20
13/01/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;8
13/01/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;7
13/01/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;15
13/01/2022;Distretto di Legnano;PEDIATRIA LEGNANO;13
13/01/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
13/01/2022;Distretto di Legnano;MEDICINA LEGNANO;40
13/01/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;10
13/01/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;29
13/01/2022;Distretto di Legnano;OCULISTICA;4
13/01/2022;Distretto di Legnano;CHIRURGIA LEGNANO;21
13/01/2022;Distretto Magenta;PEDIATRIA MAGENTA;16
13/01/2022;Distretto Magenta;ORTOPEDIA MAGENTA;27
13/01/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;11
13/01/2022;Distretto Magenta;MEDICINA MAGENTA;31
13/01/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;2
13/01/2022;Distretto Magenta;OBI GENERALE MAGENTA;5
13/01/2022;Distretto Magenta;MEDICINA COVID MAGENTA;15
13/01/2022;Distretto Magenta;CHIRURGIA MAGENTA;24
14/01/2022;Distretto Cuggiono;SALA CUGGIONO;30
14/01/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;9
14/01/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;4
14/01/2022;Distretto di Legnano;PEDIATRIA LEGNANO;8
14/01/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
14/01/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;9
14/01/2022;Distretto di Legnano;OCULISTICA;5
14/01/2022;Distretto di Legnano;MEDICINA LEGNANO;45
14/01/2022;Distretto di Legnano;CHIRURGIA LEGNANO;24
14/01/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
14/01/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;35
14/01/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;15
14/01/2022;Distretto Magenta;CHIRURGIA MAGENTA;20
14/01/2022;Distretto Magenta;ORTOPEDIA MAGENTA;25
14/01/2022;Distretto Magenta;MEDICINA MAGENTA;48
14/01/2022;Distretto Magenta;OBI GENERALE MAGENTA;6
14/01/2022;Distretto Magenta;GESSI (ORTOPEDIA);1
14/01/2022;Distretto Magenta;MEDICINA COVID MAGENTA;11
14/01/2022;Distretto Magenta;PEDIATRIA MAGENTA;18
14/01/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;12
15/01/2022;Distretto Cuggiono;SALA CUGGIONO;15
15/01/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;5
15/01/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;9
15/01/2022;Distretto di Legnano;OCULISTICA;5
15/01/2022;Distretto di Legnano;MEDICINA LEGNANO;31
15/01/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;27
15/01/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;23
15/01/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;14
15/01/2022;Distretto di Legnano;PEDIATRIA LEGNANO;18
15/01/2022;Distretto di Legnano;CHIRURGIA LEGNANO;27
15/01/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
15/01/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;3
15/01/2022;Distretto Magenta;OBI GENERALE MAGENTA;5
15/01/2022;Distretto Magenta;MEDICINA MAGENTA;26
15/01/2022;Distretto Magenta;PEDIATRIA MAGENTA;13
15/01/2022;Distretto Magenta;MEDICINA COVID MAGENTA;12
15/01/2022;Distretto Magenta;ORTOPEDIA MAGENTA;20
15/01/2022;Distretto Magenta;CHIRURGIA MAGENTA;36
15/01/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;4
15/01/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;8
16/01/2022;Distretto Cuggiono;SALA CUGGIONO;12
16/01/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;11
16/01/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;5
16/01/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
16/01/2022;Distretto di Legnano;PEDIATRIA LEGNANO;23
16/01/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;21
16/01/2022;Distretto di Legnano;MEDICINA LEGNANO;39
16/01/2022;Distretto di Legnano;CHIRURGIA LEGNANO;30
16/01/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;3
16/01/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;13
16/01/2022;Distretto di Legnano;OCULISTICA;2
16/01/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
16/01/2022;Distretto Magenta;GESSI (ORTOPEDIA);3
16/01/2022;Distretto Magenta;MEDICINA COVID MAGENTA;10
16/01/2022;Distretto Magenta;MEDICINA MAGENTA;38
16/01/2022;Distretto Magenta;CHIRURGIA MAGENTA;20
16/01/2022;Distretto Magenta;PEDIATRIA MAGENTA;19
16/01/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;2
16/01/2022;Distretto Magenta;ORTOPEDIA MAGENTA;19
16/01/2022;Distretto Magenta;OBI GENERALE MAGENTA;5
16/01/2022;Distretto Magenta;OBI PEDIATRICA MAGENTA;2
16/01/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;9
17/01/2022;Distretto Cuggiono;SALA CUGGIONO;28
17/01/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;4
17/01/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;22
17/01/2022;Distretto di Legnano;MEDICINA LEGNANO;47
17/01/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;33
17/01/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;16
17/01/2022;Distretto di Legnano;CHIRURGIA LEGNANO;34
17/01/2022;Distretto di Legnano;PEDIATRIA LEGNANO;16
17/01/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
17/01/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;17
17/01/2022;Distretto di Legnano;OCULISTICA;2
17/01/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;19
17/01/2022;Distretto Magenta;OBI GENERALE MAGENTA;6
17/01/2022;Distretto Magenta;MEDICINA COVID MAGENTA;12
17/01/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;2
17/01/2022;Distretto Magenta;GESSI (ORTOPEDIA);2
17/01/2022;Distretto Magenta;MEDICINA MAGENTA;43
17/01/2022;Distretto Magenta;PEDIATRIA MAGENTA;9
17/01/2022;Distretto Magenta;CHIRURGIA MAGENTA;32
17/01/2022;Distretto Magenta;ORTOPEDIA MAGENTA;21
18/01/2022;Distretto Cuggiono;SALA CUGGIONO;23
18/01/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;16
18/01/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;9
18/01/2022;Distretto di Legnano;OCULISTICA;2
18/01/2022;Distretto di Legnano;PEDIATRIA LEGNANO;17
18/01/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;12
18/01/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;24
18/01/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;15
18/01/2022;Distretto di Legnano;CHIRURGIA LEGNANO;35
18/01/2022;Distretto di Legnano;MEDICINA LEGNANO;49
18/01/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
18/01/2022;Distretto Magenta;GESSI (ORTOPEDIA);2
18/01/2022;Distretto Magenta;PEDIATRIA MAGENTA;15
18/01/2022;Distretto Magenta;ORTOPEDIA MAGENTA;19
18/01/2022;Distretto Magenta;CHIRURGIA MAGENTA;33
18/01/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;7
18/01/2022;Distretto Magenta;MEDICINA MAGENTA;40
18/01/2022;Distretto Magenta;MEDICINA COVID MAGENTA;14
18/01/2022;Distretto Magenta;OBI GENERALE MAGENTA;8
18/01/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
19/01/2022;Distretto Cuggiono;SALA CUGGIONO;22
19/01/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;9
19/01/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;8
19/01/2022;Distretto di Legnano;PEDIATRIA LEGNANO;15
19/01/2022;Distretto di Legnano;CHIRURGIA LEGNANO;32
19/01/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;2
19/01/2022;Distretto di Legnano;MEDICINA LEGNANO;42
19/01/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;13
19/01/2022;Distretto di Legnano;OCULISTICA;7
19/01/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;1
19/01/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;28
19/01/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;14
19/01/2022;Distretto Magenta;PEDIATRIA MAGENTA;19
19/01/2022;Distretto Magenta;OSTETRICIA/GINECOLOGIA MAGENTA;16
19/01/2022;Distretto Magenta;MEDICINA COVID MAGENTA;10
19/01/2022;Distretto Magenta;OBI GENERALE MAGENTA;5
19/01/2022;Distretto Magenta;CHIRURGIA MAGENTA;21
19/01/2022;Distretto Magenta;ORTOPEDIA MAGENTA;30
19/01/2022;Distretto Magenta;MEDICINA MAGENTA;37
19/01/2022;Distretto Magenta;PEDIATRIA COVID ACCOMPAGNATORI;1
20/01/2022;Distretto Cuggiono;SALA CUGGIONO;21
20/01/2022;Distretto di Abbiategrasso;SALA ABBIATEGRASSO;15
20/01/2022;Distretto di Abbiategrasso;OCULISTICA ABBIATEGRASSO;11
20/01/2022;Distretto di Legnano;PEDIATRIA/CHIRURGICA LEGNANO;2
20/01/2022;Distretto di Legnano;OCULISTICA;5
20/01/2022;Distretto di Legnano;OSTETRICIA/GINECOLOGIA LEGNANO;13
20/01/2022;Distretto di Legnano;ORTOPEDIA LEGNANO;40
20/01/2022;Distretto di Legnano;CHIRURGIA LEGNANO;24
20/01/2022;Distretto di Legnano;MEDICINA COVID LEGNANO;13
20/01/2022;Distretto di Legnano;PEDIATRIA LEGNANO;16
20/01/2022;Distretto di Legnano;OBI PEDIATRICA LEGNANO;1
